Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
CNN,0,0.4763,0.0028,0.4202,HuBERT,MSP-Podcast,clean
Layer 1,1,0.4624,0.0089,0.4266,HuBERT,MSP-Podcast,clean
Layer 2,2,0.4477,0.0058,0.425,HuBERT,MSP-Podcast,clean
Layer 3,3,0.4457,0.0105,0.4269,HuBERT,MSP-Podcast,clean
Layer 4,4,0.4404,0.0037,0.4233,HuBERT,MSP-Podcast,clean
Layer 5,5,0.4433,0.006,0.4262,HuBERT,MSP-Podcast,clean
Layer 6,6,0.446,0.0034,0.4298,HuBERT,MSP-Podcast,clean
Layer 7,7,0.4386,0.0041,0.4236,HuBERT,MSP-Podcast,clean
Layer 8,8,0.4418,0.0042,0.4284,HuBERT,MSP-Podcast,clean
Layer 9,9,0.4375,0.004,0.4238,HuBERT,MSP-Podcast,clean
Layer 10,10,0.4429,0.0081,0.4289,HuBERT,MSP-Podcast,clean
Layer 11,11,0.4393,0.0044,0.4259,HuBERT,MSP-Podcast,clean
Layer 12,12,0.4434,0.0062,0.4301,HuBERT,MSP-Podcast,clean
Layer 13,13,0.4494,0.0084,0.4351,HuBERT,MSP-Podcast,clean
Layer 14,14,0.4469,0.0086,0.4324,HuBERT,MSP-Podcast,clean
Layer 15,15,0.4401,0.0056,0.429,HuBERT,MSP-Podcast,clean
Layer 16,16,0.4482,0.0047,0.4366,HuBERT,MSP-Podcast,clean
Layer 17,17,0.4448,0.0085,0.4343,HuBERT,MSP-Podcast,clean
Layer 18,18,0.4429,0.0024,0.4325,HuBERT,MSP-Podcast,clean
Layer 19,19,0.445,0.0101,0.4357,HuBERT,MSP-Podcast,clean
Layer 20,20,0.4405,0.0061,0.4317,HuBERT,MSP-Podcast,clean
Layer 21,21,0.4476,0.0039,0.4379,HuBERT,MSP-Podcast,clean
Layer 22,22,0.4476,0.0049,0.4379,HuBERT,MSP-Podcast,clean
Layer 23,23,0.4458,0.0061,0.4337,HuBERT,MSP-Podcast,clean
Layer 24,24,0.4466,0.0045,0.435,HuBERT,MSP-Podcast,clean
CNN,0,0.4266,0.0055,0.3622,HuBERT,MSP-Podcast,0
Layer 1,1,0.4074,0.0051,0.3676,HuBERT,MSP-Podcast,0
Layer 2,2,0.3974,0.0071,0.3745,HuBERT,MSP-Podcast,0
Layer 3,3,0.4014,0.0056,0.3826,HuBERT,MSP-Podcast,0
Layer 4,4,0.3969,0.0072,0.3803,HuBERT,MSP-Podcast,0
Layer 5,5,0.3984,0.0056,0.3829,HuBERT,MSP-Podcast,0
Layer 6,6,0.4013,0.0061,0.3846,HuBERT,MSP-Podcast,0
Layer 7,7,0.4012,0.0054,0.3855,HuBERT,MSP-Podcast,0
Layer 8,8,0.3968,0.0086,0.3807,HuBERT,MSP-Podcast,0
Layer 9,9,0.4036,0.0041,0.3877,HuBERT,MSP-Podcast,0
Layer 10,10,0.4063,0.0074,0.3902,HuBERT,MSP-Podcast,0
Layer 11,11,0.4007,0.0046,0.3855,HuBERT,MSP-Podcast,0
Layer 12,12,0.4032,0.0017,0.3877,HuBERT,MSP-Podcast,0
Layer 13,13,0.4043,0.0083,0.3889,HuBERT,MSP-Podcast,0
Layer 14,14,0.4,0.0114,0.3849,HuBERT,MSP-Podcast,0
Layer 15,15,0.407,0.0044,0.3924,HuBERT,MSP-Podcast,0
Layer 16,16,0.4053,0.0089,0.3911,HuBERT,MSP-Podcast,0
Layer 17,17,0.4036,0.0037,0.3902,HuBERT,MSP-Podcast,0
Layer 18,18,0.4089,0.0041,0.3961,HuBERT,MSP-Podcast,0
Layer 19,19,0.4064,0.0054,0.3952,HuBERT,MSP-Podcast,0
Layer 20,20,0.4079,0.0084,0.3959,HuBERT,MSP-Podcast,0
Layer 21,21,0.411,0.0111,0.3972,HuBERT,MSP-Podcast,0
Layer 22,22,0.4097,0.0073,0.3939,HuBERT,MSP-Podcast,0
Layer 23,23,0.4136,0.0103,0.396,HuBERT,MSP-Podcast,0
Layer 24,24,0.4094,0.0067,0.3915,HuBERT,MSP-Podcast,0
CNN,0,0.4425,0.0034,0.3815,HuBERT,MSP-Podcast,10
Layer 1,1,0.4236,0.0035,0.3888,HuBERT,MSP-Podcast,10
Layer 2,2,0.4133,0.0066,0.3921,HuBERT,MSP-Podcast,10
Layer 3,3,0.4094,0.0048,0.3933,HuBERT,MSP-Podcast,10
