Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 4,4,0.4029,0.0077,0.3895,HuBERT,MSP-Podcast,10
Layer 5,5,0.4108,0.0046,0.3976,HuBERT,MSP-Podcast,10
Layer 6,6,0.4116,0.0057,0.3965,HuBERT,MSP-Podcast,10
Layer 7,7,0.415,0.0043,0.4002,HuBERT,MSP-Podcast,10
Layer 8,8,0.4131,0.0085,0.4003,HuBERT,MSP-Podcast,10
Layer 9,9,0.4114,0.005,0.3976,HuBERT,MSP-Podcast,10
Layer 10,10,0.4197,0.0025,0.4058,HuBERT,MSP-Podcast,10
Layer 11,11,0.4228,0.005,0.4088,HuBERT,MSP-Podcast,10
Layer 12,12,0.4255,0.0093,0.4121,HuBERT,MSP-Podcast,10
Layer 13,13,0.4288,0.0078,0.4152,HuBERT,MSP-Podcast,10
Layer 14,14,0.4238,0.0043,0.41,HuBERT,MSP-Podcast,10
Layer 15,15,0.4185,0.0083,0.4069,HuBERT,MSP-Podcast,10
Layer 16,16,0.4256,0.0059,0.4142,HuBERT,MSP-Podcast,10
Layer 17,17,0.4274,0.0056,0.4169,HuBERT,MSP-Podcast,10
Layer 18,18,0.428,0.0058,0.4174,HuBERT,MSP-Podcast,10
Layer 19,19,0.4252,0.0045,0.4159,HuBERT,MSP-Podcast,10
Layer 20,20,0.4268,0.0076,0.4168,HuBERT,MSP-Podcast,10
Layer 21,21,0.4254,0.0092,0.417,HuBERT,MSP-Podcast,10
Layer 22,22,0.4293,0.0102,0.4188,HuBERT,MSP-Podcast,10
Layer 23,23,0.4306,0.0079,0.4167,HuBERT,MSP-Podcast,10
Layer 24,24,0.4279,0.0032,0.4127,HuBERT,MSP-Podcast,10
CNN,0,0.4529,0.0067,0.3946,HuBERT,MSP-Podcast,20
Layer 1,1,0.4359,0.0072,0.4023,HuBERT,MSP-Podcast,20
Layer 2,2,0.4258,0.0045,0.4052,HuBERT,MSP-Podcast,20
Layer 3,3,0.4161,0.0077,0.4,HuBERT,MSP-Podcast,20
Layer 4,4,0.417,0.0045,0.4031,HuBERT,MSP-Podcast,20
Layer 5,5,0.4237,0.0076,0.4096,HuBERT,MSP-Podcast,20
Layer 6,6,0.4246,0.0066,0.4117,HuBERT,MSP-Podcast,20
Layer 7,7,0.4257,0.0062,0.4116,HuBERT,MSP-Podcast,20
Layer 8,8,0.4246,0.005,0.4127,HuBERT,MSP-Podcast,20
Layer 9,9,0.4221,0.0077,0.4093,HuBERT,MSP-Podcast,20
Layer 10,10,0.4317,0.0029,0.4184,HuBERT,MSP-Podcast,20
Layer 11,11,0.4317,0.008,0.4173,HuBERT,MSP-Podcast,20
Layer 12,12,0.4335,0.0075,0.4183,HuBERT,MSP-Podcast,20
Layer 13,13,0.4338,0.007,0.4206,HuBERT,MSP-Podcast,20
Layer 14,14,0.4366,0.0076,0.423,HuBERT,MSP-Podcast,20
Layer 15,15,0.4339,0.0068,0.4221,HuBERT,MSP-Podcast,20
Layer 16,16,0.4342,0.0037,0.4236,HuBERT,MSP-Podcast,20
Layer 17,17,0.4354,0.0046,0.4257,HuBERT,MSP-Podcast,20
Layer 18,18,0.4341,0.0076,0.425,HuBERT,MSP-Podcast,20
Layer 19,19,0.4406,0.0066,0.4312,HuBERT,MSP-Podcast,20
Layer 20,20,0.4368,0.0041,0.4285,HuBERT,MSP-Podcast,20
Layer 21,21,0.4325,0.0046,0.4242,HuBERT,MSP-Podcast,20
Layer 22,22,0.4369,0.0039,0.428,HuBERT,MSP-Podcast,20
Layer 23,23,0.4376,0.007,0.4253,HuBERT,MSP-Podcast,20
Layer 24,24,0.4391,0.0041,0.4262,HuBERT,MSP-Podcast,20
CNN,0,0.4375,0.0075,0.3747,HuBERT,MSP-Podcast,5
Layer 1,1,0.4128,0.0024,0.3762,HuBERT,MSP-Podcast,5
Layer 2,2,0.4039,0.0053,0.3817,HuBERT,MSP-Podcast,5
Layer 3,3,0.4047,0.0039,0.3882,HuBERT,MSP-Podcast,5
Layer 4,4,0.4004,0.0071,0.3856,HuBERT,MSP-Podcast,5
Layer 5,5,0.4047,0.0024,0.3908,HuBERT,MSP-Podcast,5
Layer 6,6,0.4071,0.0073,0.3911,HuBERT,MSP-Podcast,5
Layer 7,7,0.4059,0.0037,0.3905,HuBERT,MSP-Podcast,5
Layer 8,8,0.4012,0.0069,0.3885,HuBERT,MSP-Podcast,5
Layer 9,9,0.4095,0.0037,0.396,HuBERT,MSP-Podcast,5
Layer 10,10,0.4117,0.0024,0.3976,HuBERT,MSP-Podcast,5
Layer 11,11,0.4131,0.0054,0.3982,HuBERT,MSP-Podcast,5
Layer 12,12,0.4178,0.0055,0.4045,HuBERT,MSP-Podcast,5
Layer 13,13,0.4161,0.0094,0.4026,HuBERT,MSP-Podcast,5
Layer 14,14,0.4192,0.0018,0.4053,HuBERT,MSP-Podcast,5
Layer 15,15,0.415,0.0045,0.403,HuBERT,MSP-Podcast,5
Layer 16,16,0.4143,0.0087,0.4027,HuBERT,MSP-Podcast,5
Layer 17,17,0.4154,0.0056,0.4044,HuBERT,MSP-Podcast,5
Layer 18,18,0.4181,0.0061,0.4064,HuBERT,MSP-Podcast,5
Layer 19,19,0.42,0.0039,0.41,HuBERT,MSP-Podcast,5
Layer 20,20,0.4196,0.0058,0.41,HuBERT,MSP-Podcast,5
Layer 21,21,0.4186,0.0063,0.408,HuBERT,MSP-Podcast,5
Layer 22,22,0.4228,0.0065,0.4104,HuBERT,MSP-Podcast,5
Layer 23,23,0.4236,0.0071,0.4087,HuBERT,MSP-Podcast,5
Layer 24,24,0.4231,0.007,0.4073,HuBERT,MSP-Podcast,5
