Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
CNN,0,0.4744,0.0036,0.4164,WavLM,MSP-Podcast,clean
Layer 1,1,0.4585,0.0049,0.4276,WavLM,MSP-Podcast,clean
Layer 2,2,0.4444,0.0045,0.4221,WavLM,MSP-Podcast,clean
Layer 3,3,0.4407,0.0087,0.4231,WavLM,MSP-Podcast,clean
Layer 4,4,0.4409,0.0047,0.4258,WavLM,MSP-Podcast,clean
Layer 5,5,0.4374,0.0015,0.4218,WavLM,MSP-Podcast,clean
Layer 6,6,0.4419,0.0066,0.4276,WavLM,MSP-Podcast,clean
Layer 7,7,0.4416,0.0048,0.4274,WavLM,MSP-Podcast,clean
Layer 8,8,0.441,0.0054,0.4282,WavLM,MSP-Podcast,clean
Layer 9,9,0.4412,0.0077,0.4287,WavLM,MSP-Podcast,clean
Layer 10,10,0.4464,0.0071,0.4338,WavLM,MSP-Podcast,clean
Layer 11,11,0.4484,0.0092,0.4352,WavLM,MSP-Podcast,clean
Layer 12,12,0.45,0.0112,0.4364,WavLM,MSP-Podcast,clean
Layer 13,13,0.447,0.0069,0.4337,WavLM,MSP-Podcast,clean
Layer 14,14,0.446,0.0075,0.433,WavLM,MSP-Podcast,clean
Layer 15,15,0.4489,0.0037,0.4368,WavLM,MSP-Podcast,clean
Layer 16,16,0.4518,0.0027,0.4418,WavLM,MSP-Podcast,clean
Layer 17,17,0.4566,0.0047,0.4486,WavLM,MSP-Podcast,clean
Layer 18,18,0.4573,0.0076,0.449,WavLM,MSP-Podcast,clean
Layer 19,19,0.4564,0.0062,0.4494,WavLM,MSP-Podcast,clean
Layer 20,20,0.4542,0.0047,0.4466,WavLM,MSP-Podcast,clean
Layer 21,21,0.4537,0.0082,0.4451,WavLM,MSP-Podcast,clean
Layer 22,22,0.4596,0.0079,0.4475,WavLM,MSP-Podcast,clean
Layer 23,23,0.4573,0.0084,0.4458,WavLM,MSP-Podcast,clean
Layer 24,24,0.4587,0.0059,0.4444,WavLM,MSP-Podcast,clean
CNN,0,0.4354,0.0012,0.3678,WavLM,MSP-Podcast,0
Layer 1,1,0.4109,0.0045,0.3747,WavLM,MSP-Podcast,0
Layer 2,2,0.3933,0.006,0.3709,WavLM,MSP-Podcast,0
Layer 3,3,0.3982,0.0037,0.3799,WavLM,MSP-Podcast,0
Layer 4,4,0.3994,0.0062,0.3805,WavLM,MSP-Podcast,0
Layer 5,5,0.3995,0.0054,0.3829,WavLM,MSP-Podcast,0
Layer 6,6,0.4007,0.0045,0.3851,WavLM,MSP-Podcast,0
Layer 7,7,0.4126,0.0034,0.3973,WavLM,MSP-Podcast,0
Layer 8,8,0.4077,0.004,0.3917,WavLM,MSP-Podcast,0
Layer 9,9,0.4032,0.003,0.3895,WavLM,MSP-Podcast,0
Layer 10,10,0.406,0.008,0.3923,WavLM,MSP-Podcast,0
Layer 11,11,0.4149,0.0082,0.4008,WavLM,MSP-Podcast,0
Layer 12,12,0.4118,0.0059,0.3967,WavLM,MSP-Podcast,0
Layer 13,13,0.4066,0.0044,0.3917,WavLM,MSP-Podcast,0
Layer 14,14,0.4119,0.0049,0.3976,WavLM,MSP-Podcast,0
Layer 15,15,0.4087,0.0048,0.3944,WavLM,MSP-Podcast,0
Layer 16,16,0.4081,0.0053,0.3937,WavLM,MSP-Podcast,0
Layer 17,17,0.4173,0.0073,0.4034,WavLM,MSP-Podcast,0
Layer 18,18,0.4206,0.0039,0.4059,WavLM,MSP-Podcast,0
Layer 19,19,0.4133,0.0049,0.3992,WavLM,MSP-Podcast,0
Layer 20,20,0.4149,0.0031,0.4005,WavLM,MSP-Podcast,0
Layer 21,21,0.4157,0.009,0.4015,WavLM,MSP-Podcast,0
Layer 22,22,0.4234,0.0098,0.4042,WavLM,MSP-Podcast,0
Layer 23,23,0.4154,0.0162,0.3971,WavLM,MSP-Podcast,0
Layer 24,24,0.4151,0.0113,0.3957,WavLM,MSP-Podcast,0
CNN,0,0.4465,0.0043,0.3823,WavLM,MSP-Podcast,10
Layer 1,1,0.4236,0.0049,0.3918,WavLM,MSP-Podcast,10
Layer 2,2,0.4081,0.0032,0.3892,WavLM,MSP-Podcast,10
Layer 3,3,0.413,0.0044,0.3967,WavLM,MSP-Podcast,10
Layer 4,4,0.4071,0.0056,0.3924,WavLM,MSP-Podcast,10
Layer 5,5,0.4151,0.0029,0.4009,WavLM,MSP-Podcast,10
Layer 6,6,0.4141,0.0123,0.402,WavLM,MSP-Podcast,10
Layer 7,7,0.4182,0.0077,0.4064,WavLM,MSP-Podcast,10
Layer 8,8,0.4179,0.0099,0.4048,WavLM,MSP-Podcast,10
Layer 9,9,0.4189,0.0059,0.4066,WavLM,MSP-Podcast,10
Layer 10,10,0.4237,0.0051,0.4102,WavLM,MSP-Podcast,10
Layer 11,11,0.4229,0.0054,0.41,WavLM,MSP-Podcast,10
Layer 12,12,0.4223,0.0009,0.41,WavLM,MSP-Podcast,10
Layer 13,13,0.4246,0.008,0.4116,WavLM,MSP-Podcast,10
Layer 14,14,0.4267,0.0108,0.4141,WavLM,MSP-Podcast,10
Layer 15,15,0.4286,0.009,0.4173,WavLM,MSP-Podcast,10
Layer 16,16,0.4291,0.0067,0.4181,WavLM,MSP-Podcast,10
Layer 17,17,0.4354,0.0102,0.4245,WavLM,MSP-Podcast,10
Layer 18,18,0.4324,0.0039,0.4238,WavLM,MSP-Podcast,10
Layer 19,19,0.4367,0.0125,0.4273,WavLM,MSP-Podcast,10
Layer 20,20,0.4325,0.0111,0.4227,WavLM,MSP-Podcast,10
Layer 21,21,0.438,0.0077,0.4267,WavLM,MSP-Podcast,10
Layer 22,22,0.4393,0.0056,0.4254,WavLM,MSP-Podcast,10
Layer 23,23,0.4355,0.011,0.4219,WavLM,MSP-Podcast,10
Layer 24,24,0.433,0.0068,0.4179,WavLM,MSP-Podcast,10
CNN,0,0.4573,0.0036,0.3972,WavLM,MSP-Podcast,20
Layer 1,1,0.4343,0.0049,0.4046,WavLM,MSP-Podcast,20
Layer 2,2,0.4206,0.0061,0.4021,WavLM,MSP-Podcast,20
Layer 3,3,0.4206,0.0066,0.4072,WavLM,MSP-Podcast,20
Layer 4,4,0.4164,0.0069,0.4037,WavLM,MSP-Podcast,20
Layer 5,5,0.4218,0.0062,0.41,WavLM,MSP-Podcast,20
