Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 6,6,0.4247,0.0073,0.4138,WavLM,MSP-Podcast,20
Layer 7,7,0.4253,0.0087,0.4134,WavLM,MSP-Podcast,20
Layer 8,8,0.4299,0.0067,0.4172,WavLM,MSP-Podcast,20
Layer 9,9,0.4313,0.0066,0.4198,WavLM,MSP-Podcast,20
Layer 10,10,0.4323,0.0093,0.4216,WavLM,MSP-Podcast,20
Layer 11,11,0.4331,0.0065,0.4223,WavLM,MSP-Podcast,20
Layer 12,12,0.4314,0.0071,0.4197,WavLM,MSP-Podcast,20
Layer 13,13,0.4291,0.0083,0.4175,WavLM,MSP-Podcast,20
Layer 14,14,0.427,0.0101,0.4153,WavLM,MSP-Podcast,20
Layer 15,15,0.4359,0.009,0.4245,WavLM,MSP-Podcast,20
Layer 16,16,0.4366,0.0059,0.4265,WavLM,MSP-Podcast,20
Layer 17,17,0.4466,0.0074,0.4384,WavLM,MSP-Podcast,20
Layer 18,18,0.4479,0.0084,0.4399,WavLM,MSP-Podcast,20
Layer 19,19,0.4471,0.0062,0.4398,WavLM,MSP-Podcast,20
Layer 20,20,0.4427,0.0101,0.434,WavLM,MSP-Podcast,20
Layer 21,21,0.4456,0.0109,0.4368,WavLM,MSP-Podcast,20
Layer 22,22,0.4513,0.0062,0.4378,WavLM,MSP-Podcast,20
Layer 23,23,0.4467,0.0081,0.4348,WavLM,MSP-Podcast,20
Layer 24,24,0.4453,0.0045,0.4319,WavLM,MSP-Podcast,20
CNN,0,0.4423,0.0035,0.3761,WavLM,MSP-Podcast,5
Layer 1,1,0.4159,0.0057,0.3823,WavLM,MSP-Podcast,5
Layer 2,2,0.3995,0.0036,0.3794,WavLM,MSP-Podcast,5
Layer 3,3,0.4068,0.0064,0.3895,WavLM,MSP-Podcast,5
Layer 4,4,0.4026,0.005,0.3862,WavLM,MSP-Podcast,5
Layer 5,5,0.4082,0.0051,0.3928,WavLM,MSP-Podcast,5
Layer 6,6,0.4084,0.0067,0.3953,WavLM,MSP-Podcast,5
Layer 7,7,0.4165,0.0041,0.4036,WavLM,MSP-Podcast,5
Layer 8,8,0.411,0.0036,0.3965,WavLM,MSP-Podcast,5
Layer 9,9,0.417,0.0039,0.4035,WavLM,MSP-Podcast,5
Layer 10,10,0.4142,0.0027,0.4011,WavLM,MSP-Podcast,5
Layer 11,11,0.4221,0.0051,0.4097,WavLM,MSP-Podcast,5
Layer 12,12,0.4189,0.0061,0.4061,WavLM,MSP-Podcast,5
Layer 13,13,0.4178,0.0067,0.4049,WavLM,MSP-Podcast,5
Layer 14,14,0.416,0.008,0.4047,WavLM,MSP-Podcast,5
Layer 15,15,0.4172,0.0038,0.4052,WavLM,MSP-Podcast,5
Layer 16,16,0.4201,0.0063,0.4083,WavLM,MSP-Podcast,5
Layer 17,17,0.4293,0.0048,0.4171,WavLM,MSP-Podcast,5
Layer 18,18,0.4332,0.0027,0.4208,WavLM,MSP-Podcast,5
Layer 19,19,0.4264,0.0086,0.4153,WavLM,MSP-Podcast,5
Layer 20,20,0.4265,0.0043,0.4155,WavLM,MSP-Podcast,5
Layer 21,21,0.4307,0.0073,0.4186,WavLM,MSP-Podcast,5
Layer 22,22,0.4369,0.0045,0.4208,WavLM,MSP-Podcast,5
Layer 23,23,0.4254,0.0068,0.4098,WavLM,MSP-Podcast,5
Layer 24,24,0.4257,0.0095,0.4087,WavLM,MSP-Podcast,5
