Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.7028,0.0378,0.7021
Layer 1,1,0.7847,0.0345,0.7841
Layer 2,2,0.8174,0.0113,0.8172
Layer 3,3,0.8417,0.0209,0.8409
Layer 4,4,0.8583,0.021,0.8582
Layer 5,5,0.866,0.0107,0.866
Layer 6,6,0.8611,0.0073,0.8607
Layer 7,7,0.8639,0.0194,0.8635
Layer 8,8,0.8472,0.0151,0.8458
Layer 9,9,0.8285,0.01,0.8268
Layer 10,10,0.834,0.0221,0.8331
Layer 11,11,0.834,0.0223,0.8336
Layer 12,12,0.8118,0.0261,0.8114
