Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.6979,0.0201,0.6973
Layer 1,1,0.7819,0.0134,0.7815
Layer 2,2,0.8257,0.0056,0.825
Layer 3,3,0.8417,0.0174,0.8413
Layer 4,4,0.8618,0.0176,0.8616
Layer 5,5,0.8639,0.0169,0.8634
Layer 6,6,0.8528,0.0131,0.852
Layer 7,7,0.8306,0.0277,0.8308
Layer 8,8,0.7958,0.0235,0.7962
Layer 9,9,0.7819,0.0406,0.7814
Layer 10,10,0.7542,0.0349,0.7539
Layer 11,11,0.6799,0.032,0.6776
Layer 12,12,0.5104,0.0356,0.5066
