Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.8879,0.029,0.8867
Layer 1,1,0.9383,0.0183,0.9374
Layer 2,2,0.9514,0.0208,0.9503
Layer 3,3,0.9589,0.0127,0.9585
Layer 4,4,0.9776,0.0152,0.9773
Layer 5,5,0.9776,0.0095,0.9774
Layer 6,6,0.9607,0.0161,0.9602
Layer 7,7,0.9458,0.015,0.9455
Layer 8,8,0.9271,0.007,0.9255
Layer 9,9,0.9065,0.0244,0.9046
Layer 10,10,0.9178,0.0247,0.9168
Layer 11,11,0.9308,0.0163,0.9296
Layer 12,12,0.9308,0.0192,0.9302
