Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.6427,0.0111,0.6418
Layer 1,1,0.648,0.0079,0.6476
Layer 2,2,0.643,0.0096,0.6427
Layer 3,3,0.6348,0.0221,0.6346
Layer 4,4,0.6401,0.0189,0.6397
Layer 5,5,0.6333,0.0071,0.6329
Layer 6,6,0.6275,0.0159,0.6273
Layer 7,7,0.628,0.017,0.6273
Layer 8,8,0.6233,0.0124,0.6228
Layer 9,9,0.6291,0.0138,0.6287
Layer 10,10,0.6322,0.0108,0.6319
Layer 11,11,0.639,0.0086,0.6385
Layer 12,12,0.6419,0.0166,0.6417
