k,val_emo_acc_mean,target_acc_all,target_acc_all_std,proxy_acc_all,proxy_acc_all_std,text_bias_all,n_all,target_acc_explicit,target_acc_explicit_std,proxy_acc_explicit,proxy_acc_explicit_std,text_bias_explicit,n_explicit,target_acc_implicit,target_acc_implicit_std,proxy_acc_implicit,proxy_acc_implicit_std,text_bias_implicit,n_implicit,model,layer,cca_corr_topk_mean
0,1.0,0.21207729468599035,0.06892892034976933,0.6311755233494363,0.13326803382825927,0.4190982286634459,936,0.12345679012345678,0.038051938289931954,0.7885802469135803,0.042403184148253344,0.6651234567901235,351,0.4228395061728395,0.036388352230097516,0.2214506172839506,0.05808601795953976,-0.2013888888888889,351,wav2vec2,15,
1,1.0,0.21207729468599035,0.06892892034976933,0.6311755233494363,0.13326803382825927,0.4190982286634459,936,0.12345679012345678,0.038051938289931954,0.7885802469135803,0.042403184148253344,0.6651234567901235,351,0.4228395061728395,0.036388352230097516,0.2214506172839506,0.05808601795953976,-0.2013888888888889,351,wav2vec2,15,0.9981490668661565
2,1.0,0.21400966183574882,0.06952226263735298,0.6302093397745571,0.13351483985628426,0.41619967793880824,936,0.12345679012345678,0.038051938289931954,0.7885802469135803,0.042403184148253344,0.6651234567901235,351,0.42901234567901236,0.03192617417527346,0.2183641975308642,0.05629544177118403,-0.21064814814814817,351,wav2vec2,15,0.9981568096953926
5,1.0,0.21400966183574882,0.06952226263735298,0.6321417069243156,0.13283818224679161,0.4181320450885668,936,0.12654320987654322,0.0384256160431751,0.7916666666666666,0.043730331220076385,0.6651234567901234,351,0.42592592592592593,0.03546026325023474,0.2214506172839506,0.06065325269882664,-0.20447530864197533,351,wav2vec2,15,0.9967342159834638
10,1.0,0.2111111111111111,0.069016894306319,0.6321417069243156,0.1332591608358532,0.42103059581320446,936,0.12037037037037036,0.04036017540315438,0.7947530864197531,0.045648763758484694,0.6743827160493827,351,0.42592592592592593,0.03546026325023474,0.2152777777777778,0.05212189930184121,-0.21064814814814814,351,wav2vec2,15,0.9947207660404181
16,1.0,0.21162640901771335,0.07111927886066964,0.63658615136876,0.1418422132701448,0.4249597423510466,936,0.12037037037037036,0.04036017540315438,0.7947530864197531,0.045648763758484694,0.6743827160493827,351,0.42746913580246915,0.04394762612931526,0.2152777777777778,0.05212189930184121,-0.21219135802469136,351,wav2vec2,15,0.9929028145341782
