k,val_emo_acc_mean,target_acc_all,target_acc_all_std,proxy_acc_all,proxy_acc_all_std,text_bias_all,n_all,target_acc_explicit,target_acc_explicit_std,proxy_acc_explicit,proxy_acc_explicit_std,text_bias_explicit,n_explicit,target_acc_implicit,target_acc_implicit_std,proxy_acc_implicit,proxy_acc_implicit_std,text_bias_implicit,n_implicit,model,layer,cca_corr_topk_mean
0,0.9958333333333333,0.2066988727858293,0.08144122025053264,0.6748792270531402,0.1253955909789961,0.46818035426731086,936,0.10648148148148148,0.03582773693285154,0.8233024691358025,0.05225879224752173,0.716820987654321,351,0.4398148148148148,0.06781349550222172,0.29166666666666663,0.07945657815960494,-0.1481481481481482,351,HuBERT,20,
1,0.9958333333333333,0.2066988727858293,0.08144122025053264,0.6741384863123994,0.12643310231393787,0.46743961352657004,936,0.10648148148148148,0.03582773693285154,0.8209876543209876,0.05555555555555555,0.7145061728395061,351,0.4398148148148148,0.06781349550222172,0.29166666666666663,0.07945657815960494,-0.1481481481481482,351,HuBERT,20,0.9995690589439347
2,0.9958333333333333,0.2066988727858293,0.08144122025053264,0.6741384863123994,0.12643310231393787,0.46743961352657004,936,0.10648148148148148,0.03582773693285154,0.8209876543209876,0.05555555555555555,0.7145061728395061,351,0.4398148148148148,0.06781349550222172,0.29166666666666663,0.07945657815960494,-0.1481481481481482,351,HuBERT,20,0.9989217175840165
5,0.9958333333333333,0.20766505636070853,0.08164804473594171,0.6724315619967793,0.12772787696043433,0.4647665056360708,936,0.1087962962962963,0.03972828907980248,0.8186728395061729,0.05894071890267809,0.7098765432098766,351,0.44058641975308643,0.06508523101398567,0.2885802469135802,0.07993469652141894,-0.15200617283950624,351,HuBERT,20,0.9973082168247384
10,0.9958333333333333,0.2084057971014493,0.0828598042396119,0.672206119162641,0.126900839184091,0.46380032206119165,936,0.1087962962962963,0.03972828907980248,0.8209876543209876,0.05555555555555555,0.7121913580246914,351,0.44290123456790126,0.06823361410319183,0.2854938271604938,0.08123501350772751,-0.15740740740740744,351,HuBERT,20,0.9952648405530328
16,0.9958333333333333,0.2145571658615137,0.07792267702799369,0.6662801932367151,0.12154666174883882,0.45172302737520137,936,0.1087962962962963,0.03972828907980248,0.8155864197530864,0.05539994496246571,0.7067901234567902,351,0.4459876543209877,0.06795382363056791,0.28858024691358025,0.08088245482332505,-0.15740740740740744,351,HuBERT,20,0.9936456350175074
