Layer,Layer_Num,RMSE
CNN,0,0.7328
Layer 1,1,0.7298
Layer 2,2,0.7251
Layer 3,3,0.7192
Layer 4,4,0.7147
Layer 5,5,0.7158
Layer 6,6,0.7156
Layer 7,7,0.7154
Layer 8,8,0.7154
Layer 9,9,0.7158
Layer 10,10,0.7159
Layer 11,11,0.7155
Layer 12,12,0.7175
Layer 13,13,0.7207
Layer 14,14,0.7212
Layer 15,15,0.7199
Layer 16,16,0.7219
Layer 17,17,0.7225
Layer 18,18,0.7233
Layer 19,19,0.7225
Layer 20,20,0.7238
Layer 21,21,0.7253
Layer 22,22,0.7257
Layer 23,23,0.7245
Layer 24,24,0.7241
