Layer,Layer_Num,RMSE
CNN,0,0.7599
Layer 1,1,0.7524
Layer 2,2,0.7463
Layer 3,3,0.7424
Layer 4,4,0.7428
Layer 5,5,0.7397
Layer 6,6,0.7407
Layer 7,7,0.7386
Layer 8,8,0.7391
Layer 9,9,0.744
Layer 10,10,0.7498
Layer 11,11,0.75
Layer 12,12,0.7554
Layer 13,13,0.7605
Layer 14,14,0.7567
Layer 15,15,0.7585
Layer 16,16,0.7576
Layer 17,17,0.7619
Layer 18,18,0.7654
Layer 19,19,0.7688
Layer 20,20,0.7738
Layer 21,21,0.783
Layer 22,22,0.7917
Layer 23,23,0.805
Layer 24,24,0.8171
