Layer,Layer_Num,RMSE
CNN,0,0.9304
Layer 1,1,0.8382
Layer 2,2,0.8001
Layer 3,3,0.7719
Layer 4,4,0.764
Layer 5,5,0.7627
Layer 6,6,0.7615
Layer 7,7,0.7635
Layer 8,8,0.7701
Layer 9,9,0.765
Layer 10,10,0.7624
Layer 11,11,0.767
Layer 12,12,0.771
Layer 13,13,0.7746
Layer 14,14,0.7716
Layer 15,15,0.7652
Layer 16,16,0.7612
Layer 17,17,0.7577
Layer 18,18,0.7638
Layer 19,19,0.769
Layer 20,20,0.7724
Layer 21,21,0.7788
Layer 22,22,0.7869
Layer 23,23,0.8017
Layer 24,24,0.8113
