Layer,Layer_Num,RMSE
CNN,0,0.8293
Layer 1,1,0.8097
Layer 2,2,0.7896
Layer 3,3,0.7798
Layer 4,4,0.776
Layer 5,5,0.7785
Layer 6,6,0.7749
Layer 7,7,0.7732
Layer 8,8,0.7732
Layer 9,9,0.7754
Layer 10,10,0.7716
Layer 11,11,0.772
Layer 12,12,0.7737
Layer 13,13,0.778
Layer 14,14,0.7777
Layer 15,15,0.7782
Layer 16,16,0.7844
Layer 17,17,0.7878
Layer 18,18,0.7924
Layer 19,19,0.7929
Layer 20,20,0.7923
Layer 21,21,0.7934
Layer 22,22,0.7938
Layer 23,23,0.7901
Layer 24,24,0.7928
