Layer,Layer_Num,RMSE
CNN,0,0.7314
Layer 1,1,0.7247
Layer 2,2,0.719
Layer 3,3,0.7151
Layer 4,4,0.7133
Layer 5,5,0.7126
Layer 6,6,0.7124
Layer 7,7,0.7124
Layer 8,8,0.7107
Layer 9,9,0.7109
Layer 10,10,0.7084
Layer 11,11,0.713
Layer 12,12,0.713
Layer 13,13,0.7128
Layer 14,14,0.7115
Layer 15,15,0.7125
Layer 16,16,0.7155
Layer 17,17,0.7184
Layer 18,18,0.7197
Layer 19,19,0.7192
Layer 20,20,0.7201
Layer 21,21,0.7198
Layer 22,22,0.7213
Layer 23,23,0.719
Layer 24,24,0.7228
