Layer,Layer_Num,RMSE
CNN,0,0.7395
Layer 1,1,0.7336
Layer 2,2,0.7237
Layer 3,3,0.7208
Layer 4,4,0.7215
Layer 5,5,0.7227
Layer 6,6,0.7176
Layer 7,7,0.7169
Layer 8,8,0.7157
Layer 9,9,0.7147
Layer 10,10,0.7167
Layer 11,11,0.7166
Layer 12,12,0.7188
Layer 13,13,0.721
Layer 14,14,0.7231
Layer 15,15,0.7261
Layer 16,16,0.7287
Layer 17,17,0.7281
Layer 18,18,0.7277
Layer 19,19,0.7294
Layer 20,20,0.7308
Layer 21,21,0.73
Layer 22,22,0.7303
Layer 23,23,0.7355
Layer 24,24,0.7389
