Layer,Layer_Num,RMSE
CNN,0,0.8003
Layer 1,1,0.7801
Layer 2,2,0.7699
Layer 3,3,0.7619
Layer 4,4,0.7623
Layer 5,5,0.7591
Layer 6,6,0.7565
Layer 7,7,0.7531
Layer 8,8,0.7487
Layer 9,9,0.7475
Layer 10,10,0.7517
Layer 11,11,0.7501
Layer 12,12,0.7514
Layer 13,13,0.7543
Layer 14,14,0.7574
Layer 15,15,0.7628
Layer 16,16,0.7678
Layer 17,17,0.7677
Layer 18,18,0.7677
Layer 19,19,0.7714
Layer 20,20,0.7708
Layer 21,21,0.7678
Layer 22,22,0.772
Layer 23,23,0.7768
Layer 24,24,0.7803
