Layer,Layer_Num,RMSE
CNN,0,0.7659
Layer 1,1,0.7592
Layer 2,2,0.7501
Layer 3,3,0.7465
Layer 4,4,0.7422
Layer 5,5,0.7429
Layer 6,6,0.7426
Layer 7,7,0.7441
Layer 8,8,0.7455
Layer 9,9,0.7475
Layer 10,10,0.7515
Layer 11,11,0.7552
Layer 12,12,0.7648
Layer 13,13,0.7711
Layer 14,14,0.7718
Layer 15,15,0.7751
Layer 16,16,0.768
Layer 17,17,0.7699
Layer 18,18,0.7726
Layer 19,19,0.7781
Layer 20,20,0.7912
Layer 21,21,0.8113
Layer 22,22,0.8332
Layer 23,23,0.8796
Layer 24,24,0.9155
