Layer,Layer_Num,RMSE
CNN,0,0.9534
Layer 1,1,0.9507
Layer 2,2,0.9492
Layer 3,3,0.942
Layer 4,4,0.9388
Layer 5,5,0.9353
Layer 6,6,0.9334
Layer 7,7,0.9319
Layer 8,8,0.9308
Layer 9,9,0.9258
Layer 10,10,0.9267
Layer 11,11,0.923
Layer 12,12,0.9221
Layer 13,13,0.9214
Layer 14,14,0.9236
Layer 15,15,0.922
Layer 16,16,0.926
Layer 17,17,0.928
Layer 18,18,0.9347
Layer 19,19,0.9366
Layer 20,20,0.9383
Layer 21,21,0.9426
Layer 22,22,0.9549
Layer 23,23,0.9684
Layer 24,24,0.975
