Layer,Layer_Num,RMSE
CNN,0,0.9215
Layer 1,1,0.9205
Layer 2,2,0.9132
Layer 3,3,0.9101
Layer 4,4,0.9021
Layer 5,5,0.8936
Layer 6,6,0.8888
Layer 7,7,0.885
Layer 8,8,0.8892
Layer 9,9,0.8861
Layer 10,10,0.8851
Layer 11,11,0.88
Layer 12,12,0.876
Layer 13,13,0.8787
Layer 14,14,0.8797
Layer 15,15,0.8782
Layer 16,16,0.8711
Layer 17,17,0.8657
Layer 18,18,0.8623
Layer 19,19,0.8591
Layer 20,20,0.8498
Layer 21,21,0.8383
Layer 22,22,0.8302
Layer 23,23,0.8241
Layer 24,24,0.822
