Layer,Layer_Num,RMSE
CNN,0,0.9654
Layer 1,1,0.9541
Layer 2,2,0.9377
Layer 3,3,0.9123
Layer 4,4,0.9067
Layer 5,5,0.904
Layer 6,6,0.901
Layer 7,7,0.9021
Layer 8,8,0.9099
Layer 9,9,0.9038
Layer 10,10,0.8983
Layer 11,11,0.8933
Layer 12,12,0.8786
Layer 13,13,0.8769
Layer 14,14,0.8759
Layer 15,15,0.8857
Layer 16,16,0.8919
Layer 17,17,0.8891
Layer 18,18,0.8982
Layer 19,19,0.9035
Layer 20,20,0.9117
Layer 21,21,0.9156
Layer 22,22,0.9225
Layer 23,23,0.9347
Layer 24,24,0.9378
