Layer,Layer_Num,RMSE
CNN,0,0.9558
Layer 1,1,0.9542
Layer 2,2,0.954
Layer 3,3,0.9432
Layer 4,4,0.9423
Layer 5,5,0.9381
Layer 6,6,0.9383
Layer 7,7,0.94
Layer 8,8,0.9368
Layer 9,9,0.9351
Layer 10,10,0.938
Layer 11,11,0.9396
Layer 12,12,0.9408
Layer 13,13,0.9371
Layer 14,14,0.9394
Layer 15,15,0.9393
Layer 16,16,0.9404
Layer 17,17,0.9391
Layer 18,18,0.9432
Layer 19,19,0.9447
Layer 20,20,0.9432
Layer 21,21,0.9422
Layer 22,22,0.9435
Layer 23,23,0.9451
Layer 24,24,0.9443
