Layer,Layer_Num,RMSE
CNN,0,0.7178
Layer 1,1,0.7094
Layer 2,2,0.7067
Layer 3,3,0.7018
Layer 4,4,0.7039
Layer 5,5,0.7031
Layer 6,6,0.7026
Layer 7,7,0.701
Layer 8,8,0.6992
Layer 9,9,0.6982
Layer 10,10,0.7001
Layer 11,11,0.6995
Layer 12,12,0.7
Layer 13,13,0.7017
Layer 14,14,0.7051
Layer 15,15,0.7084
Layer 16,16,0.7091
Layer 17,17,0.7106
Layer 18,18,0.712
Layer 19,19,0.7099
Layer 20,20,0.7108
Layer 21,21,0.7119
Layer 22,22,0.7106
Layer 23,23,0.7125
Layer 24,24,0.713
