Layer,Layer_Num,RMSE
CNN,0,0.9638
Layer 1,1,0.9631
Layer 2,2,0.9634
Layer 3,3,0.9532
Layer 4,4,0.9512
Layer 5,5,0.9486
Layer 6,6,0.9494
Layer 7,7,0.9522
Layer 8,8,0.9466
Layer 9,9,0.944
Layer 10,10,0.9457
Layer 11,11,0.9472
Layer 12,12,0.9491
Layer 13,13,0.9472
Layer 14,14,0.9487
Layer 15,15,0.9496
Layer 16,16,0.9504
Layer 17,17,0.9487
Layer 18,18,0.9535
Layer 19,19,0.9542
Layer 20,20,0.9538
Layer 21,21,0.9531
Layer 22,22,0.9527
Layer 23,23,0.9546
Layer 24,24,0.954
