Layer,Layer_Num,RMSE
CNN,0,0.792
Layer 1,1,0.7607
Layer 2,2,0.7525
Layer 3,3,0.7444
Layer 4,4,0.7376
Layer 5,5,0.7338
Layer 6,6,0.7292
Layer 7,7,0.7254
Layer 8,8,0.7261
Layer 9,9,0.7236
Layer 10,10,0.7227
Layer 11,11,0.7215
Layer 12,12,0.7197
Layer 13,13,0.7206
Layer 14,14,0.7226
Layer 15,15,0.7235
Layer 16,16,0.7241
Layer 17,17,0.7237
Layer 18,18,0.7244
Layer 19,19,0.7251
Layer 20,20,0.7256
Layer 21,21,0.7266
Layer 22,22,0.7267
Layer 23,23,0.7264
Layer 24,24,0.7257
