Layer,Layer_Num,RMSE
CNN,0,0.8062
Layer 1,1,0.7564
Layer 2,2,0.7369
Layer 3,3,0.7205
Layer 4,4,0.7176
Layer 5,5,0.7202
Layer 6,6,0.7184
Layer 7,7,0.7197
Layer 8,8,0.7218
Layer 9,9,0.7175
Layer 10,10,0.7193
Layer 11,11,0.7221
Layer 12,12,0.7232
Layer 13,13,0.727
Layer 14,14,0.7219
Layer 15,15,0.7213
Layer 16,16,0.7181
Layer 17,17,0.7158
Layer 18,18,0.7199
Layer 19,19,0.7233
Layer 20,20,0.7251
Layer 21,21,0.7285
Layer 22,22,0.7355
Layer 23,23,0.7401
Layer 24,24,0.7467
