Layer,Layer_Num,RMSE
CNN,0,0.8033
Layer 1,1,0.7879
Layer 2,2,0.7686
Layer 3,3,0.762
Layer 4,4,0.7606
Layer 5,5,0.7617
Layer 6,6,0.7571
Layer 7,7,0.7577
Layer 8,8,0.7569
Layer 9,9,0.7582
Layer 10,10,0.7547
Layer 11,11,0.7565
Layer 12,12,0.7569
Layer 13,13,0.7575
Layer 14,14,0.7589
Layer 15,15,0.7579
Layer 16,16,0.762
Layer 17,17,0.7663
Layer 18,18,0.7692
Layer 19,19,0.7684
Layer 20,20,0.7699
Layer 21,21,0.77
Layer 22,22,0.7727
Layer 23,23,0.7705
Layer 24,24,0.773
