Layer,Layer_Num,RMSE
CNN,0,0.7848
Layer 1,1,0.7729
Layer 2,2,0.7556
Layer 3,3,0.7506
Layer 4,4,0.7509
Layer 5,5,0.75
Layer 6,6,0.7464
Layer 7,7,0.7477
Layer 8,8,0.7472
Layer 9,9,0.7465
Layer 10,10,0.7426
Layer 11,11,0.7462
Layer 12,12,0.7445
Layer 13,13,0.7457
Layer 14,14,0.7461
Layer 15,15,0.7463
Layer 16,16,0.7496
Layer 17,17,0.7531
Layer 18,18,0.7564
Layer 19,19,0.7561
Layer 20,20,0.7561
Layer 21,21,0.755
Layer 22,22,0.7581
Layer 23,23,0.7576
Layer 24,24,0.7604
