Layer,Layer_Num,RMSE
CNN,0,0.9483
Layer 1,1,0.942
Layer 2,2,0.9379
Layer 3,3,0.932
Layer 4,4,0.9281
Layer 5,5,0.9263
Layer 6,6,0.9227
Layer 7,7,0.9233
Layer 8,8,0.9201
Layer 9,9,0.9215
Layer 10,10,0.9157
Layer 11,11,0.9124
Layer 12,12,0.9083
Layer 13,13,0.9052
Layer 14,14,0.9063
Layer 15,15,0.9058
Layer 16,16,0.9012
Layer 17,17,0.8978
Layer 18,18,0.8914
Layer 19,19,0.8879
Layer 20,20,0.891
Layer 21,21,0.8884
Layer 22,22,0.894
Layer 23,23,0.9029
Layer 24,24,0.9036
