Layer,Layer_Num,RMSE
CNN,0,0.7421
Layer 1,1,0.7343
Layer 2,2,0.7271
Layer 3,3,0.7223
Layer 4,4,0.72
Layer 5,5,0.7197
Layer 6,6,0.719
Layer 7,7,0.719
Layer 8,8,0.7179
Layer 9,9,0.7194
Layer 10,10,0.7151
Layer 11,11,0.7186
Layer 12,12,0.7199
Layer 13,13,0.7188
Layer 14,14,0.7171
Layer 15,15,0.7186
Layer 16,16,0.721
Layer 17,17,0.7258
Layer 18,18,0.727
Layer 19,19,0.7266
Layer 20,20,0.7272
Layer 21,21,0.7275
Layer 22,22,0.7295
Layer 23,23,0.7278
Layer 24,24,0.7301
