Layer,Layer_Num,RMSE
CNN,0,0.9534
Layer 1,1,0.9546
Layer 2,2,0.9473
Layer 3,3,0.9419
Layer 4,4,0.9449
Layer 5,5,0.938
Layer 6,6,0.9385
Layer 7,7,0.9338
Layer 8,8,0.9325
Layer 9,9,0.9279
Layer 10,10,0.9261
Layer 11,11,0.9256
Layer 12,12,0.9222
Layer 13,13,0.9213
Layer 14,14,0.9203
Layer 15,15,0.9157
Layer 16,16,0.9123
Layer 17,17,0.9027
Layer 18,18,0.8981
Layer 19,19,0.8955
Layer 20,20,0.8954
Layer 21,21,0.8979
Layer 22,22,0.903
Layer 23,23,0.9149
Layer 24,24,0.9208
