Layer,Layer_Num,RMSE
CNN,0,0.7839
Layer 1,1,0.7641
Layer 2,2,0.7563
Layer 3,3,0.7497
Layer 4,4,0.7495
Layer 5,5,0.7477
Layer 6,6,0.7442
Layer 7,7,0.7399
Layer 8,8,0.7364
Layer 9,9,0.7365
Layer 10,10,0.7379
Layer 11,11,0.7379
Layer 12,12,0.7385
Layer 13,13,0.7427
Layer 14,14,0.7455
Layer 15,15,0.7499
Layer 16,16,0.7531
Layer 17,17,0.7536
Layer 18,18,0.7534
Layer 19,19,0.7573
Layer 20,20,0.7573
Layer 21,21,0.7544
Layer 22,22,0.7567
Layer 23,23,0.7608
Layer 24,24,0.7635
