Layer,Layer_Num,RMSE
CNN,0,0.9237
Layer 1,1,0.9222
Layer 2,2,0.9149
Layer 3,3,0.9081
Layer 4,4,0.9073
Layer 5,5,0.9023
Layer 6,6,0.9008
Layer 7,7,0.8941
Layer 8,8,0.8928
Layer 9,9,0.8901
Layer 10,10,0.8867
Layer 11,11,0.8871
Layer 12,12,0.8848
Layer 13,13,0.886
Layer 14,14,0.8783
Layer 15,15,0.8735
Layer 16,16,0.8636
Layer 17,17,0.8541
Layer 18,18,0.8489
Layer 19,19,0.8432
Layer 20,20,0.846
Layer 21,21,0.848
Layer 22,22,0.8547
Layer 23,23,0.8676
Layer 24,24,0.8736
