Layer,Layer_Num,RMSE
CNN,0,0.924
Layer 1,1,0.7892
Layer 2,2,0.7603
Layer 3,3,0.7387
Layer 4,4,0.7368
Layer 5,5,0.7391
Layer 6,6,0.7364
Layer 7,7,0.7401
Layer 8,8,0.7403
Layer 9,9,0.7394
Layer 10,10,0.7381
Layer 11,11,0.7385
Layer 12,12,0.7485
Layer 13,13,0.7486
Layer 14,14,0.742
Layer 15,15,0.7391
Layer 16,16,0.7373
Layer 17,17,0.7317
Layer 18,18,0.7407
Layer 19,19,0.7434
Layer 20,20,0.7449
Layer 21,21,0.754
Layer 22,22,0.7605
Layer 23,23,0.7682
Layer 24,24,0.7819
