Layer,Layer_Num,RMSE
CNN,0,0.9659
Layer 1,1,0.9619
Layer 2,2,0.9474
Layer 3,3,0.9211
Layer 4,4,0.9125
Layer 5,5,0.9101
Layer 6,6,0.9066
Layer 7,7,0.9071
Layer 8,8,0.9152
Layer 9,9,0.9108
Layer 10,10,0.9049
Layer 11,11,0.9015
Layer 12,12,0.8882
Layer 13,13,0.8854
Layer 14,14,0.8852
Layer 15,15,0.8946
Layer 16,16,0.8975
Layer 17,17,0.8936
Layer 18,18,0.9039
Layer 19,19,0.9092
Layer 20,20,0.9173
Layer 21,21,0.9209
Layer 22,22,0.9274
Layer 23,23,0.9399
Layer 24,24,0.9423
