Layer,Layer_Num,RMSE
CNN,0,0.787
Layer 1,1,0.7783
Layer 2,2,0.7685
Layer 3,3,0.7653
Layer 4,4,0.7629
Layer 5,5,0.7578
Layer 6,6,0.7592
Layer 7,7,0.7602
Layer 8,8,0.7626
Layer 9,9,0.7664
Layer 10,10,0.77
Layer 11,11,0.7746
Layer 12,12,0.7824
Layer 13,13,0.7876
Layer 14,14,0.7878
Layer 15,15,0.7945
Layer 16,16,0.7875
Layer 17,17,0.7874
Layer 18,18,0.7886
Layer 19,19,0.7964
Layer 20,20,0.81
Layer 21,21,0.8326
Layer 22,22,0.8523
Layer 23,23,0.8925
Layer 24,24,0.9163
