Model,Dataset,Metric,Layer_CNN,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23,Layer_24
Whisper,MESD,procrustes,0.3970317244529724,0.6541174650192261,0.7038034498691559,0.7119266092777252,0.7165886163711548,0.7334215342998505,0.7368308007717133,0.7416345775127411,0.4974079132080078,0.518354058265686,0.5274778008460999,0.563348263502121,0.5719464719295502,0.5610975027084351,0.5653478503227234,0.5681971907615662,0.572935551404953,0.5747428238391876,0.5679356157779694,0.5676775276660919,0.5693520903587341,0.5709699094295502,0.5954552292823792,0.6087607443332672,0.8545216470956802
Whisper,MESD,centroid_transfer,0.25986078886310904,0.4060324825986079,0.43503480278422274,0.4988399071925754,0.5011600928074246,0.5406032482598608,0.5568445475638051,0.5754060324825986,0.24013921113689096,0.24129930394431554,0.24013921113689096,0.2482598607888631,0.26450116009280744,0.2517401392111369,0.25754060324825984,0.2529002320185615,0.26102088167053367,0.25754060324825984,0.26218097447795824,0.25870069605568446,0.25754060324825984,0.2552204176334107,0.2703016241299304,0.2679814385150812,0.5185614849187935
Whisper,MSP-Podcast,cka,0.024373768731303386,0.035154044027181613,0.03342067195877873,0.03622364100818073,0.03505671172209691,0.033788749586984766,0.03338707927302489,0.0277275005382994,0.0009816500802381802,0.0009608654618220137,0.0009158252484665531,0.0009809408565726553,0.000981925861769177,0.0008701415455566122,0.0008742757879000112,0.0009092498653807874,0.0009159850016929292,0.0008553383752411156,0.0008465339920513989,0.000843439509242686,0.0008672911228649046,0.001103222123151171,0.0013989157334514965,0.0016928554475688638,0.015463880118095921
Whisper,MSP-Podcast,procrustes,0.5435678362846375,0.6835913956165314,0.7091666460037231,0.7302156388759613,0.7311550378799438,0.734011709690094,0.7343347072601318,0.7293294966220856,0.5196305215358734,0.5206220746040344,0.514840692281723,0.5222371816635132,0.523757129907608,0.5138356387615204,0.5070134699344635,0.5092751085758209,0.5083740949630737,0.5041981637477875,0.5040809214115143,0.5079056918621063,0.5129819214344025,0.5248913764953613,0.5434060990810394,0.5517367422580719,0.8607407212257385
Whisper,MSP-Podcast,centroid_transfer,0.18137118471101216,0.24371463029965673,0.2697838389460989,0.2890806197235365,0.2974301883291586,0.2939975879024028,0.3119955468967437,0.3058725299192875,0.12348084237869933,0.12440857222376844,0.12246033954912329,0.12607848594489285,0.12542907505334447,0.12218202059560256,0.12153260970405418,0.12301697745616476,0.1240374802857408,0.1240374802857408,0.12348084237869933,0.12301697745616476,0.12477966416179609,0.12858335652657946,0.13266536784488356,0.1360051952871324,0.48334724928100936
WavLM,RAVDESS,cka,0.08047171937981548,0.08990529510367037,0.09272965750411633,0.09545369619902055,0.09800617960202958,0.10301465975534667,0.11002868552605417,0.1107660760210586,0.1228589191875898,0.13109629162233627,0.13409391708878002,0.13490648076330344,0.125056219571461,0.11523830456600237,0.10758686572898644,0.10692926874281086,0.10511309152072623,0.10567876762799033,0.10379173513334568,0.10578565386930018,0.11446897400737566,0.10974161702322763,0.09949754581512889,0.09761223463442453,0.09339935539070325
WavLM,RAVDESS,procrustes,0.694573700428009,0.70058873295784,0.7104910314083099,0.7203042805194855,0.7126855850219727,0.7240144610404968,0.7416504323482513,0.751271054148674,0.7658433765172958,0.7717352956533432,0.7719765454530716,0.772125855088234,0.767531543970108,0.7632675319910049,0.7574893236160278,0.756531685590744,0.7559639513492584,0.7599987238645554,0.7564160823822021,0.7525142878293991,0.7580214589834213,0.7561730295419693,0.7262818515300751,0.7368049025535583,0.7557746171951294
WavLM,RAVDESS,centroid_transfer,0.3540587219343696,0.39421416234887735,0.4326424870466321,0.47625215889464595,0.4632987910189983,0.48229706390328153,0.5211571675302246,0.5233160621761658,0.5682210708117443,0.5967184801381693,0.6135578583765112,0.6269430051813472,0.6057858376511226,0.5807426597582038,0.553972366148532,0.5483592400690847,0.553972366148532,0.5474956822107081,0.5518134715025906,0.5587219343696027,0.5686528497409327,0.559153713298791,0.4905008635578584,0.5146804835924007,0.49870466321243523
WavLM,EmoDB,cka,0.07893528302602021,0.05901664509966736,0.06744170585487412,0.07650746018834632,0.07437859044681622,0.06462214358111727,0.0587981833286166,0.05086013613054232,0.049288096657618026,0.05324858330175626,0.049542133159681,0.045157432736642286,0.03982088149996569,0.032855638241488516,0.030722663848265837,0.032140759519828706,0.033935394309169344,0.03492148418159622,0.036350292440267475,0.03759909774056603,0.03895329856331702,0.03839597505187104,0.053874774024679356,0.03994284993142828,0.032984162365102467
WavLM,EmoDB,procrustes,0.6801031827926636,0.6806758344173431,0.6841013431549072,0.6966439485549927,0.6975677907466888,0.6990534961223602,0.7139831185340881,0.7092287838459015,0.7085287868976593,0.7211470901966095,0.7148363590240479,0.7219912111759186,0.7110768556594849,0.6950824558734894,0.6861339211463928,0.687732070684433,0.697676807641983,0.7072781026363373,0.7154634594917297,0.7237137854099274,0.7185313701629639,0.7173098623752594,0.7393450140953064,0.7073099315166473,0.6791427731513977
WavLM,EmoDB,centroid_transfer,0.45794392523364486,0.4224299065420561,0.4523364485981308,0.508411214953271,0.5158878504672897,0.4822429906542056,0.4672897196261682,0.4392523364485981,0.4411214953271028,0.45981308411214955,0.4523364485981308,0.45794392523364486,0.4261682242990654,0.405607476635514,0.38317757009345793,0.38691588785046727,0.405607476635514,0.4224299065420561,0.411214953271028,0.42429906542056073,0.42429906542056073,0.4074766355140187,0.42990654205607476,0.43177570093457945,0.394392523364486
WavLM,IEMOCAP,cka,0.010925063571844982,0.00893104990603833,0.012721024123212235,0.016292638145774765,0.016432135556081893,0.01519984757450106,0.015222109888539614,0.014606600518591306,0.015039282654981221,0.015528605971622958,0.014720551536402796,0.013760324488988264,0.012880851931395564,0.013043157257856939,0.013655102086310527,0.014469643277221925,0.016192063110880946,0.016822517189002056,0.017665602333806683,0.01645044227356459,0.016567469588948808,0.01635350930179821,0.016887138431510487,0.016360122264904433,0.014348616678350678
WavLM,IEMOCAP,procrustes,0.665377140045166,0.7058015465736389,0.7261493504047394,0.7180825471878052,0.7014535367488861,0.7070894241333008,0.7191712558269501,0.7237099707126617,0.7285225987434387,0.7365411818027496,0.7400400042533875,0.7343845665454865,0.7322352230548859,0.7227727174758911,0.7223465442657471,0.7126940786838531,0.6998356282711029,0.6940717697143555,0.6832284927368164,0.6859335899353027,0.694972038269043,0.6806097030639648,0.6556897461414337,0.6858760118484497,0.6679693460464478
WavLM,IEMOCAP,centroid_transfer,0.3978021978021978,0.38278388278388276,0.42545787545787545,0.4489010989010989,0.4575091575091575,0.44761904761904764,0.43223443223443225,0.41025641025641024,0.4086080586080586,0.4205128205128205,0.41703296703296705,0.4073260073260073,0.3858974358974359,0.35494505494505496,0.3598901098901099,0.3487179487179487,0.3353479853479853,0.3360805860805861,0.32582417582417583,0.3206959706959707,0.3210622710622711,0.3194139194139194,0.33974358974358976,0.3423076923076923,0.36538461538461536
WavLM,SAVEE,cka,0.07861358917282416,0.06003801375400553,0.060198120854780025,0.057903207348173245,0.04957931318003039,0.04070952811570827,0.03766036933411125,0.031161516541840316,0.0290160286528333,0.027442016002732897,0.024949817263373746,0.02272950419620001,0.018912504388704253,0.016350958952211263,0.015289101317802544,0.015870033720145515,0.0173285656754175,0.019231952173893428,0.019391189235473495,0.018763500716598318,0.0214532572307285,0.0207615672172603,0.023679243227162153,0.020715541929628368,0.02021803864536773
WavLM,SAVEE,procrustes,0.7068183720111847,0.6971271634101868,0.7028813660144806,0.7171802520751953,0.7169327437877655,0.7156642079353333,0.7318195104598999,0.7382443249225616,0.745684415102005,0.7482294142246246,0.752244159579277,0.7587821185588837,0.7486733794212341,0.7527955919504166,0.7539437264204025,0.7644010931253433,0.7914695292711258,0.811752051115036,0.8189670741558075,0.8271505981683731,0.8328312933444977,0.8252158761024475,0.8252998441457748,0.8115691691637039,0.771164745092392
WavLM,SAVEE,centroid_transfer,0.44375,0.45,0.45625,0.48125,0.45625,0.45208333333333334,0.4666666666666667,0.44375,0.4395833333333333,0.43125,0.43333333333333335,0.42291666666666666,0.3729166666666667,0.3770833333333333,0.35625,0.34791666666666665,0.35625,0.35208333333333336,0.3333333333333333,0.3375,0.3458333333333333,0.31875,0.34791666666666665,0.3020833333333333,0.29375
WavLM,AESDD,cka,0.027836492735840067,0.021446305977567272,0.024254956334214785,0.027328627593253035,0.027118365049791492,0.023484325747290636,0.023803196912809865,0.02156417455281078,0.022447761847860983,0.027207332162132787,0.02610417858376854,0.024053145062842517,0.020512208944357388,0.018560486510984353,0.016262001067506013,0.016195389743619257,0.017318654637950792,0.018034882199892084,0.017633581060828317,0.018180358920559043,0.017993164718551183,0.01722276021010193,0.026994524222835846,0.017833472888302514,0.015825055609692086
WavLM,AESDD,procrustes,0.6739897131919861,0.689318060874939,0.6709347665309906,0.6778922975063324,0.6823975145816803,0.686427891254425,0.7119692265987396,0.7140731811523438,0.7221134901046753,0.7546984255313873,0.755226343870163,0.7597506791353226,0.7504641711711884,0.7443112134933472,0.7511288076639175,0.7472558915615082,0.7421892881393433,0.7371922731399536,0.7320292890071869,0.7325806617736816,0.7236132323741913,0.7138407826423645,0.7354022562503815,0.7028063237667084,0.7221049070358276
WavLM,AESDD,centroid_transfer,0.4271523178807947,0.40728476821192056,0.42549668874172186,0.48344370860927155,0.49503311258278143,0.48013245033112584,0.5066225165562914,0.5,0.49503311258278143,0.5248344370860927,0.5215231788079471,0.5049668874172185,0.48344370860927155,0.4552980132450331,0.4304635761589404,0.4304635761589404,0.44370860927152317,0.43874172185430466,0.43874172185430466,0.44867549668874174,0.4420529801324503,0.4552980132450331,0.4768211920529801,0.445364238410596,0.38079470198675497
WavLM,MESD,cka,0.05475689954913803,0.04250593072114792,0.0474594669727132,0.0542244611312472,0.05453624869579958,0.04849262426270538,0.04447895254699284,0.04338931357387358,0.04292057231735113,0.044984486014011615,0.044722538869371734,0.04334626948998356,0.03921984802671893,0.032792939919662305,0.030439219039443195,0.031918780848025734,0.03112626392023068,0.03000668119601447,0.028644524123339694,0.028681376874873623,0.028918051092047384,0.02708209231758825,0.02554194745852558,0.026913427276222535,0.026568491906161982
WavLM,MESD,procrustes,0.7261682450771332,0.7183932960033417,0.7349231839179993,0.751673549413681,0.755718544125557,0.7447623610496521,0.7445167303085327,0.7455640137195587,0.745855838060379,0.7486416399478912,0.7427046895027161,0.743668407201767,0.7317667007446289,0.7147400379180908,0.7085381150245667,0.7067885994911194,0.707051008939743,0.7026849389076233,0.6943259537220001,0.6968717873096466,0.6915989518165588,0.6837067604064941,0.6711483597755432,0.6722736954689026,0.6546638906002045
WavLM,MESD,centroid_transfer,0.4060324825986079,0.4048723897911833,0.42923433874709976,0.45243619489559167,0.4617169373549884,0.45359628770301624,0.4617169373549884,0.45707656612529,0.4466357308584687,0.45127610208816704,0.4431554524361949,0.44547563805104406,0.4013921113689095,0.37587006960556846,0.351508120649652,0.3468677494199536,0.345707656612529,0.3329466357308585,0.3213457076566125,0.3259860788863109,0.3306264501160093,0.3213457076566125,0.3062645011600928,0.31554524361948955,0.302784222737819
WavLM,MSP-Podcast,cka,0.011386893335723574,0.009098787699507857,0.010896002197529737,0.011955585525261337,0.011341536777916895,0.008801714033184485,0.008062295273979884,0.007161929156885482,0.00683738022880041,0.008480989669506871,0.007753499060177484,0.007081492059274607,0.006572533813023995,0.0056114230756315634,0.005617146142430334,0.005808966699021771,0.006383481800845705,0.006963967533942063,0.006744490636700768,0.0072742527008134465,0.00745822759572669,0.006035056021502072,0.015312305340391212,0.009458968616778567,0.004751224911927829
WavLM,MSP-Podcast,procrustes,0.7884797751903534,0.8005182296037674,0.7970090806484222,0.7969469875097275,0.791473999619484,0.7885458618402481,0.7819867581129074,0.7715428620576859,0.763648509979248,0.7680748105049133,0.7625137269496918,0.761854499578476,0.7503841072320938,0.7445504069328308,0.7388707995414734,0.7328440248966217,0.7298517525196075,0.7350415587425232,0.7486299574375153,0.7570867985486984,0.7643001079559326,0.7542781680822372,0.7130577862262726,0.7205683588981628,0.7393724024295807
WavLM,MSP-Podcast,centroid_transfer,0.31097504406716764,0.3239632618981353,0.33426106317840243,0.33982744224881717,0.35031078949809813,0.334724928100937,0.3379719825586789,0.33027182484460527,0.3177474719361722,0.3249837647277113,0.31255218480378516,0.31431487150941645,0.31171722794322293,0.26848501716300216,0.27674181278411725,0.2658873735968086,0.25920771871231096,0.2889878467390296,0.26403191390667036,0.3024399294925318,0.32340662399109377,0.2919565822432508,0.40050097411633734,0.2813804620094628,0.30550143798125984
MERT,RAVDESS,cka,0.10700796109164791,0.10869205975108062,0.10031403648851787,0.09403456118645863,0.0975128503180889,0.09890064205698997,0.09917006979519663,0.10050664022641305,0.09581775916592429,0.09454750811394172,0.09533226599091305,0.09266825542695784,0.09184278162290556,0.08959725164786568,0.08645265765079918,0.08496879118245296,0.08607719648393929,0.08659145903097078,0.086326833736113,0.08379021018442766,0.08117848168172685,0.07820098003022975,0.07298279729399045,0.06286278091199043,0.054713854469382206
MERT,RAVDESS,procrustes,0.6721065640449524,0.6858753859996796,0.6926202476024628,0.6991164684295654,0.7049176394939423,0.7038802206516266,0.7038145065307617,0.7121685147285461,0.7144095599651337,0.7166204750537872,0.7131170034408569,0.7128605544567108,0.7124068439006805,0.7075747549533844,0.709852397441864,0.7134847342967987,0.7131864428520203,0.7135598063468933,0.713119626045227,0.7107404470443726,0.7100708186626434,0.7042048573493958,0.696260541677475,0.6689842939376831,0.640265166759491
MERT,RAVDESS,centroid_transfer,0.3968048359240069,0.4434369602763385,0.44516407599309155,0.4356649395509499,0.44905008635578586,0.43955094991364424,0.43436960276338515,0.44127806563039723,0.4278929188255613,0.422279792746114,0.4231433506044905,0.4119170984455959,0.41580310880829013,0.40328151986183075,0.3946459412780656,0.39421416234887735,0.3920552677029361,0.39248704663212436,0.4006908462867012,0.3907599309153713,0.38946459412780654,0.37867012089810015,0.3743523316062176,0.3488773747841105,0.32469775474956825
MERT,EmoDB,cka,0.0747330015464536,0.10195255898625843,0.10469749492963591,0.1027650609877184,0.10617877693839602,0.10604941768128749,0.10423876065386468,0.10869468690889494,0.10699049359998988,0.10411326798209762,0.10350379714285807,0.10342542391307132,0.10515885629431247,0.10526145847532443,0.10481251458260699,0.09899238525342297,0.09575201863230491,0.08951929374161685,0.08270793720793031,0.0747978942504094,0.07107795626522459,0.0654112421718136,0.058535306573304385,0.04949927742382744,0.03161640138842101
MERT,EmoDB,procrustes,0.7120055854320526,0.7070395350456238,0.6989638805389404,0.6909937262535095,0.6837319433689117,0.6789566874504089,0.6795049011707306,0.6789425909519196,0.6815168261528015,0.6778373718261719,0.6736295819282532,0.6748888790607452,0.6732680201530457,0.6647333204746246,0.6632989943027496,0.6685072183609009,0.6677608489990234,0.6686286628246307,0.6737838089466095,0.6731884181499481,0.6809018552303314,0.6912539601325989,0.6857526302337646,0.6800138056278229,0.6287972033023834
MERT,EmoDB,centroid_transfer,0.5327102803738317,0.5887850467289719,0.5719626168224299,0.5514018691588785,0.5570093457943925,0.5607476635514018,0.5607476635514018,0.5700934579439252,0.5626168224299065,0.5551401869158878,0.5570093457943925,0.5551401869158878,0.5570093457943925,0.5551401869158878,0.5514018691588785,0.5327102803738317,0.5121495327102804,0.497196261682243,0.47289719626168225,0.4392523364485981,0.4504672897196262,0.4261682242990654,0.4074766355140187,0.3981308411214953,0.34205607476635513
MERT,IEMOCAP,cka,0.021817041976987476,0.021309583531312314,0.02009651260429615,0.02244132109761367,0.02521963528980667,0.025951556531265327,0.025811088017574348,0.025708588940579515,0.025310863291749672,0.024547872636537314,0.02459668835031453,0.02398623396428043,0.02360731199486776,0.023615607430715342,0.022389198930015727,0.02100771076763028,0.02100565797285035,0.02039617068545462,0.020354562629310412,0.018508603546625667,0.01946525639891616,0.020032300028534993,0.020704592725698013,0.02117373425191398,0.013678695114181565
MERT,IEMOCAP,procrustes,0.5872476398944855,0.6178348362445831,0.6362594068050385,0.6659681499004364,0.6671705842018127,0.6635022461414337,0.6598082780838013,0.6535550355911255,0.6539517939090729,0.6496060788631439,0.6454555094242096,0.6386622190475464,0.6350789666175842,0.6204040348529816,0.6198253333568573,0.6208720803260803,0.6320863664150238,0.6403355002403259,0.6665152609348297,0.6751338541507721,0.7093122899532318,0.7438274621963501,0.7802975028753281,0.8001754432916641,0.8307832777500153
MERT,IEMOCAP,centroid_transfer,0.45293040293040293,0.4532967032967033,0.44981684981684983,0.447985347985348,0.4532967032967033,0.44963369963369965,0.4467032967032967,0.44761904761904764,0.4445054945054945,0.441025641025641,0.441025641025641,0.44175824175824174,0.4382783882783883,0.4347985347985348,0.4305860805860806,0.4249084249084249,0.42124542124542125,0.41996336996336997,0.4155677655677656,0.40897435897435896,0.4010989010989011,0.38663003663003664,0.37454212454212454,0.3423076923076923,0.33882783882783885
MERT,SAVEE,cka,0.11159089265071906,0.11535315464062323,0.10517155004437538,0.10217712564896911,0.1020438733008131,0.09695937250345996,0.09265167487335074,0.0926690360029211,0.09406980523303556,0.08660660282207745,0.08513869435400981,0.08441063656486567,0.08567853110590634,0.08372465645982213,0.07987268732619002,0.07660278932730889,0.0729014842109319,0.06430870917668294,0.05620967497121013,0.058046213059194475,0.05437277288141351,0.050133488147126856,0.04320073248231258,0.03183531780698931,0.029250955418664168
MERT,SAVEE,procrustes,0.7465959191322327,0.7385019958019257,0.7245612442493439,0.7158397436141968,0.7190960645675659,0.7205865383148193,0.7162030339241028,0.7220793962478638,0.7237991392612457,0.7217119038105011,0.7209254205226898,0.7142000198364258,0.7191861271858215,0.7102666199207306,0.7067439556121826,0.7065608501434326,0.7064136564731598,0.7068615257740021,0.7036918103694916,0.6994134485721588,0.6965129673480988,0.6955472826957703,0.6944941282272339,0.6856472194194794,0.7043389976024628
MERT,SAVEE,centroid_transfer,0.3333333333333333,0.39791666666666664,0.3958333333333333,0.42916666666666664,0.44375,0.4375,0.44166666666666665,0.44375,0.44583333333333336,0.4375,0.4395833333333333,0.4354166666666667,0.4270833333333333,0.42291666666666666,0.4166666666666667,0.39791666666666664,0.39791666666666664,0.3854166666666667,0.38333333333333336,0.3770833333333333,0.37083333333333335,0.3645833333333333,0.37083333333333335,0.3541666666666667,0.34791666666666665
MERT,AESDD,cka,0.03509048622451293,0.0437090598546009,0.04254568345100287,0.040645762348675306,0.041435404518928486,0.041815096409888515,0.041947584742375685,0.04295891165606583,0.04200569933964421,0.040466752520960804,0.041440828040836424,0.041320281873098524,0.040952062436559494,0.04049180917513904,0.03967641156214133,0.03702921199847909,0.03655446523283521,0.03504508559643612,0.03245615079617241,0.028649523304209376,0.02627021114142583,0.02367819099883383,0.021863468091129375,0.01706561635383897,0.010266430294206949
MERT,AESDD,procrustes,0.6650569438934326,0.6802078485488892,0.6834034621715546,0.6756230294704437,0.6690456569194794,0.6644113659858704,0.6678808331489563,0.6669065654277802,0.6627906560897827,0.6545363366603851,0.6532266139984131,0.6542283594608307,0.6546800434589386,0.6514988839626312,0.6503404080867767,0.6506888568401337,0.6507607400417328,0.6533041596412659,0.6533789038658142,0.6544871926307678,0.6594332754611969,0.6637503504753113,0.6796615421772003,0.6964929103851318,0.7015120089054108
MERT,AESDD,centroid_transfer,0.5115894039735099,0.5496688741721855,0.5364238410596026,0.5281456953642384,0.5496688741721855,0.5529801324503312,0.5397350993377483,0.5447019867549668,0.5397350993377483,0.5165562913907285,0.5149006622516556,0.5033112582781457,0.48344370860927155,0.4552980132450331,0.445364238410596,0.43543046357615894,0.43874172185430466,0.42549668874172186,0.41887417218543044,0.40728476821192056,0.40728476821192056,0.40066225165562913,0.38576158940397354,0.37251655629139074,0.33774834437086093
MERT,MESD,cka,0.034557764558519694,0.05424874698586596,0.06023817672040858,0.0610095585703969,0.06276564351656334,0.06250764871330991,0.06068384912224766,0.06106677440960682,0.060086768500212696,0.05881064296557964,0.05791348181186032,0.056738353984942924,0.05659824432850321,0.05447659175585554,0.05401625670617513,0.05372165627863852,0.05115168986841625,0.047366897550898325,0.042781013377265746,0.040712416893024864,0.038587023841858636,0.034599498063935,0.029629538876445212,0.025886073901573013,0.026425668119807927
MERT,MESD,procrustes,0.7054520845413208,0.7148657143115997,0.7232381105422974,0.727663666009903,0.7326480448246002,0.737305223941803,0.7411190569400787,0.744988888502121,0.7442789077758789,0.7453851997852325,0.7460878491401672,0.7451369762420654,0.7420691847801208,0.7382932603359222,0.7320163249969482,0.73256054520607,0.7318059802055359,0.7314113974571228,0.7256322205066681,0.719937801361084,0.7139175832271576,0.7024462521076202,0.681157797574997,0.6554820239543915,0.6619758307933807
MERT,MESD,centroid_transfer,0.41647331786542924,0.4779582366589327,0.48259860788863107,0.47447795823665895,0.4767981438515081,0.4802784222737819,0.4733178654292343,0.4791183294663573,0.4791183294663573,0.4767981438515081,0.47215777262180975,0.46983758700696054,0.45127610208816704,0.4361948955916473,0.4222737819025522,0.41647331786542924,0.4060324825986079,0.39559164733178653,0.38167053364269143,0.37935034802784223,0.3665893271461717,0.339907192575406,0.3329466357308585,0.3306264501160093,0.3259860788863109
MERT,MSP-Podcast,cka,0.013856667914299039,0.017255058614299212,0.018206619761509724,0.018949521540109367,0.01886090553229064,0.018928052827550418,0.018891082757883832,0.01941804713248291,0.01962844494762428,0.01954153741426213,0.01937226941622376,0.019355721289091566,0.019481371363020986,0.01984848656529386,0.01898720138142961,0.017363594502986777,0.01659330683901261,0.015077798669208211,0.013493182492482051,0.011374151185187633,0.009953421114995961,0.008483491629647398,0.006778167190334517,0.005059678806762922,0.0034584472883357454
MERT,MSP-Podcast,procrustes,0.708192378282547,0.7328252792358398,0.743433803319931,0.7354967594146729,0.7259940505027771,0.7143951952457428,0.7072409093379974,0.7089851498603821,0.7056277394294739,0.6998022496700287,0.698307067155838,0.7021007835865021,0.7032422423362732,0.695323258638382,0.6934596002101898,0.6893610656261444,0.6860579252243042,0.6748746037483215,0.6677146255970001,0.6672536134719849,0.670699954032898,0.6714379787445068,0.6815415620803833,0.6973612606525421,0.6879597306251526
MERT,MSP-Podcast,centroid_transfer,0.30160497263196956,0.32155116430095554,0.3204378884868726,0.31904629371926896,0.31886074775025514,0.31663419612208926,0.3151498283699787,0.3203451155023657,0.32127284534743483,0.3230355320530661,0.3239632618981353,0.32461267278968364,0.32702477038686334,0.32127284534743483,0.32006679654884496,0.3209017534094072,0.3209017534094072,0.3170052880601169,0.3115316819742091,0.3045737081361907,0.29900732906577604,0.29204935522775766,0.287503478986919,0.273865850264403,0.26328973003061507
w2v-BERT,RAVDESS,cka,0.019134267087370958,0.048512591073960026,0.06353781787351648,0.08317934236825027,0.08397080800970413,0.08286298433540537,0.08119863334774331,0.07969360485818006,0.07005117478940884,0.08519061102917218,0.08152172093765286,0.08318374652292468,0.08293538742416519,0.08027703607270376,0.08629068935686726,0.09107823036603806,0.0973974270308192,0.09738195388373216,0.0852177436295789,0.07955640913199713,0.07324876671664435,0.06629858411244725,0.063857140479806,0.05822998038895078,0.04555712663231109
w2v-BERT,RAVDESS,procrustes,0.827099397778511,0.7227994501590729,0.732312798500061,0.743108481168747,0.7373398840427399,0.730251282453537,0.7310335636138916,0.7341963052749634,0.7379469573497772,0.7430991530418396,0.7418684661388397,0.7503937929868698,0.7490489780902863,0.7517138719558716,0.7525661140680313,0.7467691004276276,0.7448539137840271,0.75346340239048,0.7528750896453857,0.7492456436157227,0.7485489845275879,0.7454446256160736,0.7437001466751099,0.7214002907276154,0.7300613522529602
w2v-BERT,RAVDESS,centroid_transfer,0.25345423143350604,0.36183074265975823,0.4114853195164076,0.4542314335060449,0.46545768566493956,0.47236614853195164,0.46113989637305697,0.46027633851468047,0.43350604490500866,0.46545768566493956,0.46934369602763387,0.46459412780656306,0.46545768566493956,0.4589810017271157,0.4689119170984456,0.48661485319516407,0.49568221070811747,0.5362694300518135,0.5099309153713298,0.48877374784110533,0.4775474956822107,0.4486183074265976,0.4166666666666667,0.36658031088082904,0.3005181347150259
w2v-BERT,EmoDB,cka,0.0947501624057387,0.0916799158368081,0.08883233095846682,0.11244891685512012,0.09811028051168036,0.0941351254945231,0.08563368913031245,0.08555696963355543,0.08218087298700331,0.08004485246237639,0.06055437327952465,0.05532354432861346,0.05569095240733675,0.05431888067979612,0.05747655329230471,0.06818808135672086,0.07975729308078953,0.08864079109862218,0.07932473173728262,0.07268251992201434,0.060440810036517245,0.058628956652280295,0.05098168659299096,0.06624403101480242,0.060286971029819086
w2v-BERT,EmoDB,procrustes,0.7177974581718445,0.7314234972000122,0.7223405838012695,0.7255248725414276,0.7190660238265991,0.7273721992969513,0.7237873673439026,0.721942812204361,0.7265533208847046,0.7549458891153336,0.7557883113622665,0.7451608777046204,0.7508769035339355,0.7487514019012451,0.746857076883316,0.7483384013175964,0.7381435632705688,0.7402350902557373,0.7374618053436279,0.7356754243373871,0.7354596555233002,0.7263238430023193,0.726294606924057,0.7308541238307953,0.7167665660381317
w2v-BERT,EmoDB,centroid_transfer,0.4616822429906542,0.48411214953271026,0.5121495327102804,0.5700934579439252,0.5663551401869159,0.5626168224299065,0.5271028037383177,0.5345794392523364,0.5345794392523364,0.5588785046728972,0.5009345794392523,0.4822429906542056,0.4822429906542056,0.48598130841121495,0.48411214953271026,0.5289719626168224,0.5457943925233645,0.5626168224299065,0.514018691588785,0.48785046728971965,0.44672897196261685,0.43177570093457945,0.39626168224299063,0.4336448598130841,0.4
w2v-BERT,IEMOCAP,cka,0.024802702777139276,0.0161354752621869,0.022783796051716602,0.028782875889475916,0.023682089080774838,0.022388296434897096,0.021055444789895645,0.021725638887464968,0.018947054151725914,0.020640474670344962,0.01802127157871411,0.017663550438327884,0.017578563464315747,0.017871455624289184,0.017881609901825232,0.019338846027200814,0.020723186856377522,0.019863169799626303,0.01857347800470335,0.017932963118099336,0.015874965840724627,0.015270249532325074,0.013163504224111831,0.016036343805564943,0.01609751131476093
w2v-BERT,IEMOCAP,procrustes,0.7542141526937485,0.7745657563209534,0.7519195526838303,0.7434597909450531,0.749921977519989,0.7271893620491028,0.7231868803501129,0.6971194744110107,0.723006010055542,0.6665599942207336,0.6703431308269501,0.673353761434555,0.6716820001602173,0.6521020829677582,0.6473599672317505,0.6511693000793457,0.6665920913219452,0.6765234172344208,0.6937305629253387,0.7079514265060425,0.7054249942302704,0.7084259390830994,0.7276997566223145,0.7154240310192108,0.666112869977951
w2v-BERT,IEMOCAP,centroid_transfer,0.3782051282051282,0.3826007326007326,0.4086080586080586,0.4163003663003663,0.40586080586080586,0.4043956043956044,0.3974358974358974,0.4010989010989011,0.4146520146520147,0.41098901098901097,0.3941391941391941,0.40164835164835166,0.3946886446886447,0.39157509157509157,0.4001831501831502,0.41098901098901097,0.43351648351648353,0.44487179487179485,0.43040293040293043,0.41611721611721614,0.3826007326007326,0.3771062271062271,0.35402930402930405,0.3619047619047619,0.34505494505494505
w2v-BERT,SAVEE,cka,0.02417810201882232,0.043945649270188535,0.04261215987990475,0.051408982082838124,0.043422893018947306,0.04941789600270035,0.04386875664287661,0.04865874057007424,0.04999040059079626,0.03932850825346724,0.03034443082874711,0.025793501197248006,0.025003759301694482,0.024158688439923696,0.025985614493100648,0.029846159761559944,0.03900084766571834,0.046940464759229666,0.044867703850487634,0.044042641506147444,0.0369662543137963,0.03669841361614895,0.03131917290664468,0.024187277398372543,0.013709822559157248
