Model,Dataset,Metric,Layer_CNN,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23,Layer_24
wav2vec2,SAVEE,procrustes,0.7037094235420227,0.720230758190155,0.7459461987018585,0.7553292959928513,0.7513460516929626,0.7477695643901825,0.7556375414133072,0.7690853327512741,0.7635185569524765,0.7675891667604446,0.7620911300182343,0.7626956701278687,0.7668673396110535,0.7765184491872787,0.7901891022920609,0.7954726368188858,0.7852832823991776,0.7672561407089233,0.7735249698162079,0.7790776640176773,0.7876895368099213,0.8061597496271133,0.8062675446271896,0.7859796285629272,0.8058515936136246
wav2vec2,SAVEE,centroid_transfer,0.38333333333333336,0.36041666666666666,0.3875,0.4125,0.41875,0.4375,0.4583333333333333,0.46041666666666664,0.4625,0.4625,0.44166666666666665,0.38125,0.38125,0.4041666666666667,0.39791666666666664,0.40208333333333335,0.38333333333333336,0.37083333333333335,0.33541666666666664,0.3333333333333333,0.31666666666666665,0.3125,0.3020833333333333,0.3125,0.3458333333333333
wav2vec2,AESDD,cka,0.01865144821505948,0.020854786067999915,0.024608469972660113,0.02600520669663728,0.026490362431061943,0.027153318682839312,0.024540930121573122,0.02628906646671805,0.027255667155627827,0.027730552459099698,0.026112063342704724,0.022421671719019876,0.018255256887642117,0.01864333663988811,0.017670254219557712,0.017133229850100205,0.016481499404644242,0.015325454135914641,0.014123148948271791,0.013432999623704124,0.0130977213558144,0.01385870902006441,0.013239050905194224,0.013555043991278076,0.019591392631893606
wav2vec2,AESDD,procrustes,0.7353291809558868,0.7775555849075317,0.7723090201616287,0.7666430622339249,0.747276782989502,0.744970053434372,0.730386346578598,0.7277014553546906,0.7256457209587097,0.7266778349876404,0.7163044810295105,0.7151425182819366,0.7197348177433014,0.7209681868553162,0.7082593142986298,0.7193574011325836,0.7114629447460175,0.7115558683872223,0.7017023265361786,0.6758645176887512,0.675818920135498,0.6644224524497986,0.6465912461280823,0.6489116549491882,0.6759277880191803
wav2vec2,AESDD,centroid_transfer,0.3890728476821192,0.45364238410596025,0.4735099337748344,0.5198675496688742,0.5264900662251656,0.5463576158940397,0.5513245033112583,0.5844370860927153,0.5894039735099338,0.5943708609271523,0.5745033112582781,0.5447019867549668,0.4652317880794702,0.4768211920529801,0.47516556291390727,0.4552980132450331,0.44039735099337746,0.4155629139072848,0.3824503311258278,0.3543046357615894,0.3294701986754967,0.33112582781456956,0.326158940397351,0.3211920529801324,0.34602649006622516
wav2vec2,MESD,cka,0.05046540641674913,0.0487777333628094,0.05322376002268442,0.0541353570414299,0.059821882396063036,0.060116536409481156,0.06326860021142432,0.06438172440685477,0.06924598038477514,0.07118880136214827,0.06474487078128262,0.06719412375108157,0.061415895379352256,0.059515939336320385,0.05674275395369551,0.05061283331338558,0.04547226650026918,0.039357607959220144,0.032779955701113354,0.02971373143389514,0.02794885516291411,0.027439400508562046,0.02701940113174957,0.02729482570054565,0.029842879506276548
wav2vec2,MESD,procrustes,0.7548413872718811,0.7345969676971436,0.7387241423130035,0.7472623586654663,0.7549175173044205,0.751534566283226,0.751152366399765,0.7583881616592407,0.774988666176796,0.7722350805997849,0.7594673335552216,0.7554624527692795,0.7614354640245438,0.7601042687892914,0.7599053084850311,0.7587234079837799,0.7520198822021484,0.7456550300121307,0.7282842695713043,0.7088164389133453,0.6992709338665009,0.7046381235122681,0.6929978728294373,0.6850959956645966,0.7666641175746918
wav2vec2,MESD,centroid_transfer,0.41531322505800466,0.41879350348027844,0.4419953596287703,0.4547563805104408,0.48491879350348027,0.48839907192575405,0.5104408352668214,0.5278422273781903,0.5197215777262181,0.5266821345707656,0.505800464037123,0.4976798143851508,0.4767981438515081,0.49071925754060325,0.47215777262180975,0.45011600928074247,0.43039443155452434,0.4025522041763341,0.35730858468677495,0.3352668213457077,0.32830626450116007,0.32830626450116007,0.314385150812065,0.3039443155452436,0.3074245939675174
wav2vec2,MSP-Podcast,cka,0.007386893655334636,0.005595235006759044,0.0064511594240788655,0.006390577389684879,0.006469854435470218,0.0067177727561346465,0.006255414929039033,0.0067145828698613,0.006880842097619489,0.006558005426852157,0.006795986424753189,0.005610107278409508,0.004927623646182084,0.005362439264379394,0.00534763215207202,0.005179298525639693,0.004744937522365851,0.0035428304798881833,0.0030907360678051046,0.0032504055831900345,0.004715054952573894,0.008607026269870453,0.012449841589292597,0.01257325168156651,0.011422857174131464
wav2vec2,MSP-Podcast,procrustes,0.8482243865728378,0.8253941535949707,0.8249180316925049,0.8087129890918732,0.7999979704618454,0.793584406375885,0.7829699516296387,0.7777967602014542,0.7707340866327286,0.7590781599283218,0.7522338330745697,0.751630112528801,0.7666014134883881,0.7637117058038712,0.7539023756980896,0.7576966285705566,0.7475585043430328,0.7094930112361908,0.655573844909668,0.6118541359901428,0.5878953039646149,0.5888426303863525,0.5590278208255768,0.5296040177345276,0.546597808599472
wav2vec2,MSP-Podcast,centroid_transfer,0.33203451155023656,0.3363948418220614,0.34780591891641155,0.3299935058910845,0.33537433899248537,0.3239632618981353,0.3202523425178588,0.30976899526857776,0.32229334817701083,0.30735689767139807,0.30281102143055943,0.2847202894517117,0.2912143983671955,0.28453474348269786,0.283328694684108,0.2786900454587624,0.26217645421653213,0.24204471657853233,0.21940810835884592,0.20122460339549122,0.2138417292884312,0.23332405603488265,0.249744874292606,0.26616569255032935,0.27915391038129694
