Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4354,0.0012,0.3678
Layer 1,1,0.4109,0.0045,0.3747
Layer 2,2,0.3933,0.006,0.3709
Layer 3,3,0.3982,0.0037,0.3799
Layer 4,4,0.3994,0.0062,0.3805
Layer 5,5,0.3995,0.0054,0.3829
Layer 6,6,0.4007,0.0045,0.3851
Layer 7,7,0.4126,0.0034,0.3973
Layer 8,8,0.4077,0.004,0.3917
Layer 9,9,0.4032,0.003,0.3895
Layer 10,10,0.406,0.008,0.3923
Layer 11,11,0.4149,0.0082,0.4008
Layer 12,12,0.4118,0.0059,0.3967
Layer 13,13,0.4066,0.0044,0.3917
Layer 14,14,0.4119,0.0049,0.3976
Layer 15,15,0.4087,0.0048,0.3944
Layer 16,16,0.4081,0.0053,0.3937
Layer 17,17,0.4173,0.0073,0.4034
Layer 18,18,0.4206,0.0039,0.4059
Layer 19,19,0.4133,0.0049,0.3992
Layer 20,20,0.4149,0.0031,0.4005
Layer 21,21,0.4157,0.009,0.4015
Layer 22,22,0.4234,0.0098,0.4042
Layer 23,23,0.4154,0.0162,0.3971
Layer 24,24,0.4151,0.0113,0.3957
