Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4241,0.0096,0.3777
Layer 1,1,0.4055,0.0059,0.3831
Layer 2,2,0.4008,0.0058,0.3838
Layer 3,3,0.3987,0.0055,0.3845
Layer 4,4,0.404,0.0072,0.3893
Layer 5,5,0.401,0.0069,0.3872
Layer 6,6,0.4041,0.0056,0.3916
Layer 7,7,0.4034,0.0068,0.3924
Layer 8,8,0.4016,0.0067,0.3892
Layer 9,9,0.4092,0.0053,0.3988
Layer 10,10,0.4078,0.0043,0.3968
Layer 11,11,0.4119,0.0075,0.3997
Layer 12,12,0.4097,0.0054,0.3998
Layer 13,13,0.4076,0.0077,0.3979
Layer 14,14,0.4071,0.0062,0.3977
Layer 15,15,0.4097,0.0043,0.3997
Layer 16,16,0.4083,0.0048,0.3981
Layer 17,17,0.4042,0.0112,0.3936
Layer 18,18,0.4067,0.0041,0.3942
Layer 19,19,0.4106,0.0094,0.3954
Layer 20,20,0.405,0.0062,0.389
Layer 21,21,0.4018,0.0037,0.3833
Layer 22,22,0.3985,0.0112,0.3742
Layer 23,23,0.3861,0.0062,0.362
Layer 24,24,0.3696,0.0116,0.3426
