Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4281,0.0047,0.3618
Layer 1,1,0.4221,0.0074,0.3773
Layer 2,2,0.4136,0.0079,0.3827
Layer 3,3,0.4114,0.0069,0.3866
Layer 4,4,0.4112,0.0023,0.3903
Layer 5,5,0.4137,0.0124,0.3955
Layer 6,6,0.4152,0.0094,0.4
Layer 7,7,0.4152,0.006,0.4003
Layer 8,8,0.4202,0.0062,0.405
Layer 9,9,0.4274,0.0056,0.4112
Layer 10,10,0.4241,0.0029,0.4105
Layer 11,11,0.4271,0.0047,0.4143
Layer 12,12,0.4201,0.0073,0.4088
Layer 13,13,0.4282,0.01,0.4163
Layer 14,14,0.4231,0.006,0.412
Layer 15,15,0.4266,0.0032,0.4161
Layer 16,16,0.4295,0.0045,0.4189
Layer 17,17,0.4289,0.0055,0.4197
Layer 18,18,0.4301,0.0073,0.4203
Layer 19,19,0.4306,0.001,0.422
Layer 20,20,0.4339,0.0104,0.4256
Layer 21,21,0.4333,0.0096,0.4255
Layer 22,22,0.4423,0.005,0.4346
Layer 23,23,0.4471,0.0055,0.4395
Layer 24,24,0.4465,0.0105,0.4408
