Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4573,0.0036,0.3972
Layer 1,1,0.4343,0.0049,0.4046
Layer 2,2,0.4206,0.0061,0.4021
Layer 3,3,0.4206,0.0066,0.4072
Layer 4,4,0.4164,0.0069,0.4037
Layer 5,5,0.4218,0.0062,0.41
Layer 6,6,0.4247,0.0073,0.4138
Layer 7,7,0.4253,0.0087,0.4134
Layer 8,8,0.4299,0.0067,0.4172
Layer 9,9,0.4313,0.0066,0.4198
Layer 10,10,0.4323,0.0093,0.4216
Layer 11,11,0.4331,0.0065,0.4223
Layer 12,12,0.4314,0.0071,0.4197
Layer 13,13,0.4291,0.0083,0.4175
Layer 14,14,0.427,0.0101,0.4153
Layer 15,15,0.4359,0.009,0.4245
Layer 16,16,0.4366,0.0059,0.4265
Layer 17,17,0.4466,0.0074,0.4384
Layer 18,18,0.4479,0.0084,0.4399
Layer 19,19,0.4471,0.0062,0.4398
Layer 20,20,0.4427,0.0101,0.434
Layer 21,21,0.4456,0.0109,0.4368
Layer 22,22,0.4513,0.0062,0.4378
Layer 23,23,0.4467,0.0081,0.4348
Layer 24,24,0.4453,0.0045,0.4319
