Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4387,0.0043,0.3744
Layer 1,1,0.4272,0.0076,0.3842
Layer 2,2,0.421,0.0065,0.3907
Layer 3,3,0.4183,0.0064,0.3935
Layer 4,4,0.4188,0.0066,0.3994
Layer 5,5,0.4165,0.0137,0.4001
Layer 6,6,0.4162,0.0055,0.4016
Layer 7,7,0.4166,0.0055,0.4028
Layer 8,8,0.4282,0.0052,0.4133
Layer 9,9,0.4285,0.0078,0.4134
Layer 10,10,0.4241,0.0024,0.4116
Layer 11,11,0.4281,0.006,0.4165
Layer 12,12,0.4258,0.0061,0.4147
Layer 13,13,0.4313,0.0104,0.4203
Layer 14,14,0.4286,0.0091,0.4187
Layer 15,15,0.4296,0.0036,0.4192
Layer 16,16,0.4338,0.007,0.4236
Layer 17,17,0.4346,0.0067,0.4266
Layer 18,18,0.432,0.0092,0.4229
Layer 19,19,0.4299,0.0073,0.4225
Layer 20,20,0.4343,0.0079,0.4274
Layer 21,21,0.4393,0.0077,0.4323
Layer 22,22,0.4435,0.006,0.4369
Layer 23,23,0.4509,0.0086,0.4441
Layer 24,24,0.4473,0.0098,0.4425
