Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.3917,0.0053,0.2937
Layer 1,1,0.3932,0.0042,0.3724
Layer 2,2,0.4124,0.0083,0.3941
Layer 3,3,0.4236,0.0115,0.4094
Layer 4,4,0.4217,0.0042,0.4089
Layer 5,5,0.4295,0.006,0.4151
Layer 6,6,0.4336,0.0106,0.4185
Layer 7,7,0.4301,0.0078,0.4137
Layer 8,8,0.4267,0.0042,0.409
Layer 9,9,0.4403,0.0094,0.4218
Layer 10,10,0.4269,0.0037,0.4123
Layer 11,11,0.4359,0.0047,0.4228
Layer 12,12,0.4367,0.0025,0.4276
Layer 13,13,0.4414,0.005,0.4307
Layer 14,14,0.4483,0.0039,0.4354
Layer 15,15,0.4411,0.0077,0.4265
Layer 16,16,0.438,0.0045,0.4251
Layer 17,17,0.4322,0.005,0.4212
Layer 18,18,0.4306,0.0081,0.4183
Layer 19,19,0.4309,0.012,0.4186
Layer 20,20,0.4242,0.0056,0.411
Layer 21,21,0.4182,0.006,0.4038
Layer 22,22,0.4055,0.0094,0.3913
Layer 23,23,0.4076,0.005,0.3943
Layer 24,24,0.4051,0.0116,0.3855
