Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4411,0.0052,0.3846
Layer 1,1,0.421,0.0043,0.3869
Layer 2,2,0.4133,0.0092,0.3877
Layer 3,3,0.411,0.0044,0.3911
Layer 4,4,0.4113,0.0044,0.3933
Layer 5,5,0.4094,0.005,0.3928
Layer 6,6,0.4113,0.0042,0.3964
Layer 7,7,0.4116,0.0049,0.3967
Layer 8,8,0.4095,0.0084,0.3958
Layer 9,9,0.4089,0.004,0.3937
Layer 10,10,0.4098,0.0064,0.3949
Layer 11,11,0.4108,0.0054,0.3957
Layer 12,12,0.4079,0.0062,0.3936
Layer 13,13,0.41,0.0055,0.3951
Layer 14,14,0.4089,0.0056,0.394
Layer 15,15,0.4046,0.0041,0.3896
Layer 16,16,0.4061,0.0078,0.3923
Layer 17,17,0.4078,0.0075,0.3939
Layer 18,18,0.4033,0.0071,0.3889
Layer 19,19,0.4045,0.008,0.3897
Layer 20,20,0.3936,0.0141,0.3791
Layer 21,21,0.3977,0.005,0.3833
Layer 22,22,0.404,0.0058,0.3898
Layer 23,23,0.3988,0.0047,0.3847
Layer 24,24,0.4005,0.0032,0.3842
