Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.3935,0.0063,0.2911
Layer 1,1,0.371,0.0048,0.3484
Layer 2,2,0.3907,0.0038,0.37
Layer 3,3,0.4056,0.0031,0.389
Layer 4,4,0.4101,0.004,0.3935
Layer 5,5,0.4199,0.0031,0.4036
Layer 6,6,0.4191,0.0066,0.4
Layer 7,7,0.4202,0.0096,0.4009
Layer 8,8,0.4211,0.0048,0.3998
Layer 9,9,0.4238,0.0039,0.4029
Layer 10,10,0.4177,0.0074,0.4008
Layer 11,11,0.4249,0.0074,0.4084
Layer 12,12,0.4216,0.0063,0.4087
Layer 13,13,0.42,0.0047,0.4054
Layer 14,14,0.4247,0.0088,0.4094
Layer 15,15,0.4272,0.0069,0.41
Layer 16,16,0.4235,0.0076,0.409
Layer 17,17,0.4272,0.0032,0.4133
Layer 18,18,0.4173,0.0075,0.4041
Layer 19,19,0.4136,0.0055,0.3992
Layer 20,20,0.4063,0.004,0.3904
Layer 21,21,0.3995,0.0063,0.384
Layer 22,22,0.3996,0.0038,0.3826
Layer 23,23,0.3876,0.0052,0.3734
Layer 24,24,0.3908,0.0068,0.3712
