Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4425,0.0034,0.3815
Layer 1,1,0.4236,0.0035,0.3888
Layer 2,2,0.4133,0.0066,0.3921
Layer 3,3,0.4094,0.0048,0.3933
Layer 4,4,0.4029,0.0077,0.3895
Layer 5,5,0.4108,0.0046,0.3976
Layer 6,6,0.4116,0.0057,0.3965
Layer 7,7,0.415,0.0043,0.4002
Layer 8,8,0.4131,0.0085,0.4003
Layer 9,9,0.4114,0.005,0.3976
Layer 10,10,0.4197,0.0025,0.4058
Layer 11,11,0.4228,0.005,0.4088
Layer 12,12,0.4255,0.0093,0.4121
Layer 13,13,0.4288,0.0078,0.4152
Layer 14,14,0.4238,0.0043,0.41
Layer 15,15,0.4185,0.0083,0.4069
Layer 16,16,0.4256,0.0059,0.4142
Layer 17,17,0.4274,0.0056,0.4169
Layer 18,18,0.428,0.0058,0.4174
Layer 19,19,0.4252,0.0045,0.4159
Layer 20,20,0.4268,0.0076,0.4168
Layer 21,21,0.4254,0.0092,0.417
Layer 22,22,0.4293,0.0102,0.4188
Layer 23,23,0.4306,0.0079,0.4167
Layer 24,24,0.4279,0.0032,0.4127
