Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4201,0.0042,0.3707
Layer 1,1,0.3964,0.0048,0.3725
Layer 2,2,0.3937,0.0088,0.3749
Layer 3,3,0.3911,0.0056,0.3756
Layer 4,4,0.4006,0.0065,0.3837
Layer 5,5,0.3914,0.011,0.3755
Layer 6,6,0.3966,0.0037,0.3828
Layer 7,7,0.3948,0.0035,0.3807
Layer 8,8,0.3951,0.0077,0.3816
Layer 9,9,0.4008,0.0054,0.3894
Layer 10,10,0.3987,0.0058,0.3863
Layer 11,11,0.3965,0.0107,0.3857
Layer 12,12,0.396,0.0051,0.3857
Layer 13,13,0.4014,0.0035,0.3922
Layer 14,14,0.3989,0.0086,0.3885
Layer 15,15,0.3999,0.006,0.3896
Layer 16,16,0.3979,0.0077,0.3879
Layer 17,17,0.3951,0.0088,0.3824
Layer 18,18,0.3985,0.0114,0.3858
Layer 19,19,0.4035,0.0114,0.388
Layer 20,20,0.3969,0.008,0.3785
Layer 21,21,0.3944,0.0035,0.3745
Layer 22,22,0.3889,0.0069,0.3653
Layer 23,23,0.3794,0.0048,0.3543
Layer 24,24,0.364,0.0036,0.3359
