Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4169,0.0071,0.3652
Layer 1,1,0.387,0.0053,0.3596
Layer 2,2,0.3797,0.0088,0.3592
Layer 3,3,0.3791,0.0037,0.3598
Layer 4,4,0.3882,0.0056,0.3696
Layer 5,5,0.3858,0.0073,0.368
Layer 6,6,0.3893,0.0042,0.3719
Layer 7,7,0.3884,0.0055,0.3734
Layer 8,8,0.3864,0.0041,0.3728
Layer 9,9,0.3878,0.0061,0.3741
Layer 10,10,0.3882,0.0023,0.3745
Layer 11,11,0.3884,0.0024,0.376
Layer 12,12,0.383,0.0091,0.3694
Layer 13,13,0.3788,0.0069,0.3673
Layer 14,14,0.3872,0.0046,0.3749
Layer 15,15,0.3807,0.0053,0.3692
Layer 16,16,0.3858,0.0045,0.3732
Layer 17,17,0.3802,0.0037,0.367
Layer 18,18,0.3706,0.0119,0.3566
Layer 19,19,0.3878,0.011,0.3709
Layer 20,20,0.3799,0.0075,0.3612
Layer 21,21,0.3777,0.0073,0.3558
Layer 22,22,0.3723,0.005,0.3457
Layer 23,23,0.3605,0.0074,0.3328
Layer 24,24,0.3503,0.0073,0.3236
