Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.3919,0.0079,0.2922
Layer 1,1,0.3869,0.0088,0.3634
Layer 2,2,0.407,0.0021,0.3882
Layer 3,3,0.416,0.0081,0.4007
Layer 4,4,0.4133,0.0026,0.4001
Layer 5,5,0.4225,0.0073,0.4076
Layer 6,6,0.4285,0.0095,0.4111
Layer 7,7,0.4299,0.0093,0.4131
Layer 8,8,0.4253,0.0087,0.4053
Layer 9,9,0.4319,0.0048,0.4129
Layer 10,10,0.4345,0.0066,0.4186
Layer 11,11,0.4357,0.0033,0.4218
Layer 12,12,0.4398,0.0056,0.4274
Layer 13,13,0.4293,0.0082,0.4175
Layer 14,14,0.4399,0.0062,0.4253
Layer 15,15,0.4388,0.0068,0.423
Layer 16,16,0.43,0.0031,0.4169
Layer 17,17,0.4358,0.0027,0.4224
Layer 18,18,0.4275,0.0083,0.4146
Layer 19,19,0.4242,0.0075,0.4111
Layer 20,20,0.4186,0.006,0.4044
Layer 21,21,0.4143,0.0059,0.3993
Layer 22,22,0.4046,0.0133,0.391
Layer 23,23,0.395,0.0086,0.3826
Layer 24,24,0.3995,0.0153,0.3804
