Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4266,0.0055,0.3622
Layer 1,1,0.4074,0.0051,0.3676
Layer 2,2,0.3974,0.0071,0.3745
Layer 3,3,0.4014,0.0056,0.3826
Layer 4,4,0.3969,0.0072,0.3803
Layer 5,5,0.3984,0.0056,0.3829
Layer 6,6,0.4013,0.0061,0.3846
Layer 7,7,0.4012,0.0054,0.3855
Layer 8,8,0.3968,0.0086,0.3807
Layer 9,9,0.4036,0.0041,0.3877
Layer 10,10,0.4063,0.0074,0.3902
Layer 11,11,0.4007,0.0046,0.3855
Layer 12,12,0.4032,0.0017,0.3877
Layer 13,13,0.4043,0.0083,0.3889
Layer 14,14,0.4,0.0114,0.3849
Layer 15,15,0.407,0.0044,0.3924
Layer 16,16,0.4053,0.0089,0.3911
Layer 17,17,0.4036,0.0037,0.3902
Layer 18,18,0.4089,0.0041,0.3961
Layer 19,19,0.4064,0.0054,0.3952
Layer 20,20,0.4079,0.0084,0.3959
Layer 21,21,0.411,0.0111,0.3972
Layer 22,22,0.4097,0.0073,0.3939
Layer 23,23,0.4136,0.0103,0.396
Layer 24,24,0.4094,0.0067,0.3915
