Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4259,0.0082,0.3642
Layer 1,1,0.4056,0.0078,0.3668
Layer 2,2,0.3999,0.0072,0.3725
Layer 3,3,0.3996,0.0071,0.3775
Layer 4,4,0.4026,0.0072,0.3816
Layer 5,5,0.3943,0.0052,0.3774
Layer 6,6,0.392,0.0072,0.3765
Layer 7,7,0.3974,0.0047,0.3804
Layer 8,8,0.4008,0.0047,0.3843
Layer 9,9,0.4029,0.0092,0.386
Layer 10,10,0.4016,0.0039,0.3832
Layer 11,11,0.3992,0.0088,0.3822
Layer 12,12,0.3994,0.0045,0.3817
Layer 13,13,0.3932,0.0025,0.3763
Layer 14,14,0.3985,0.0039,0.3813
Layer 15,15,0.3939,0.0066,0.3776
Layer 16,16,0.3986,0.0051,0.3822
Layer 17,17,0.3933,0.0086,0.3778
Layer 18,18,0.3896,0.0045,0.3751
Layer 19,19,0.3874,0.0017,0.3721
Layer 20,20,0.3926,0.0039,0.3777
Layer 21,21,0.3914,0.0025,0.3746
Layer 22,22,0.3875,0.0068,0.3723
Layer 23,23,0.3887,0.0033,0.373
Layer 24,24,0.3928,0.0024,0.3758
