representation,acc_random_cv,acc_speaker_disjoint,loso_drop
emotion_features,0.5507919185135438,0.5508298299088288,-3.7911395284973004e-05
full_reconstruction,0.7304498219920997,0.7149588135891418,0.015491008402957918
