feature,density,mean_act,max_act,n_active_frames
0,0.005639155894376312,1.6689318,8.832012,1276
1,0.002466025853496851,3.1307466,14.082675,558
2,0.0008927190365705447,8.358645,20.379866,202
3,0.0027577063307921775,3.6251793,9.2639265,624
4,0.012418517290907082,1.9217741,7.520295,2810
5,0.002364379626560601,2.5719056,13.075091,535
6,0.0007733952049497294,5.4131866,16.984154,175
7,0.0012374323279195668,3.7935557,14.977429,280
8,0.006757264390675063,2.701225,8.90047,1529
9,0.0011711413103524472,4.922514,15.02875,265
10,0.0027046735167384818,2.5649695,9.395197,612
11,0.026357308584686774,2.8603642,9.275603,5964
12,0.0009766876588222296,9.17517,24.287104,221
13,0.003257098663131146,3.324917,11.447003,737
14,0.0009722682576510883,3.3634021,12.649574,220
15,0.0031510330350237544,2.0137942,7.1664963,713
16,0.011715832504695614,1.5859154,7.673984,2651
17,0.0026693183073693513,2.7874072,10.650666,604
18,0.009523809523809525,1.4588037,5.4370613,2155
19,0.0010473980775604905,3.6862316,14.427459,237
20,0.0005656833499060877,6.5588074,16.780207,128
21,0.0015291128052148935,2.50878,9.30636,346
22,0.009263064854712186,1.4728295,6.9457803,2096
23,0.0008131698154900011,2.3649676,20.340368,184
24,0.0018473096895370677,2.1673875,8.427978,418
25,0.005555187272124627,1.9296051,5.5370984,1257
26,0.01065959562479284,2.0961208,12.740251,2412
27,0.00347364932051707,2.7103717,9.966555,786
28,0.002320185614849188,3.0650678,11.199432,525
29,0.0004949729311678268,0.9433433,4.006857,112
30,0.002377637830074025,2.39405,6.883946,538
31,0.004728759253121202,3.9206748,11.281412,1070
32,0.03684012816263396,2.5335019,12.074105,8336
33,0.0007733952049497294,3.9048703,13.827894,175
34,0.004825986078886311,1.3891182,5.618588,1092
35,0.001666114241520274,2.709347,16.480024,377
36,0.00040658490774500057,8.295132,18.580214,92
37,0.0020594409457518506,3.741842,10.516073,466
38,0.0036769417743895702,4.3047323,14.188582,832
39,0.00421610871726881,1.6776372,5.9134207,954
