Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
CNN,0,0.6008,0.0022,0.578,MERT,MSP-Podcast,clean
Layer 1,1,0.5995,0.0068,0.5862,MERT,MSP-Podcast,clean
Layer 2,2,0.5902,0.0027,0.5808,MERT,MSP-Podcast,clean
Layer 3,3,0.5897,0.0086,0.582,MERT,MSP-Podcast,clean
Layer 4,4,0.5889,0.0075,0.5833,MERT,MSP-Podcast,clean
Layer 5,5,0.595,0.0074,0.5908,MERT,MSP-Podcast,clean
Layer 6,6,0.5936,0.005,0.5902,MERT,MSP-Podcast,clean
Layer 7,7,0.5888,0.006,0.5851,MERT,MSP-Podcast,clean
Layer 8,8,0.5947,0.0107,0.5914,MERT,MSP-Podcast,clean
Layer 9,9,0.5899,0.0081,0.5862,MERT,MSP-Podcast,clean
Layer 10,10,0.59,0.0068,0.5867,MERT,MSP-Podcast,clean
Layer 11,11,0.5867,0.0121,0.5834,MERT,MSP-Podcast,clean
Layer 12,12,0.5846,0.0055,0.5813,MERT,MSP-Podcast,clean
Layer 13,13,0.5855,0.0046,0.5817,MERT,MSP-Podcast,clean
Layer 14,14,0.5818,0.0056,0.5777,MERT,MSP-Podcast,clean
Layer 15,15,0.5839,0.0054,0.5804,MERT,MSP-Podcast,clean
Layer 16,16,0.5814,0.0056,0.5776,MERT,MSP-Podcast,clean
Layer 17,17,0.5802,0.0052,0.5766,MERT,MSP-Podcast,clean
Layer 18,18,0.5775,0.0067,0.5739,MERT,MSP-Podcast,clean
Layer 19,19,0.5724,0.0073,0.5693,MERT,MSP-Podcast,clean
Layer 20,20,0.5762,0.008,0.5728,MERT,MSP-Podcast,clean
Layer 21,21,0.575,0.0042,0.5714,MERT,MSP-Podcast,clean
Layer 22,22,0.5813,0.0068,0.5778,MERT,MSP-Podcast,clean
Layer 23,23,0.5806,0.007,0.5762,MERT,MSP-Podcast,clean
Layer 24,24,0.5803,0.0079,0.5752,MERT,MSP-Podcast,clean
CNN,0,0.5448,0.0089,0.5139,MERT,MSP-Podcast,0
Layer 1,1,0.5384,0.0073,0.5215,MERT,MSP-Podcast,0
Layer 2,2,0.5419,0.0073,0.5312,MERT,MSP-Podcast,0
Layer 3,3,0.5385,0.0123,0.5304,MERT,MSP-Podcast,0
Layer 4,4,0.55,0.006,0.5436,MERT,MSP-Podcast,0
Layer 5,5,0.5459,0.0099,0.5402,MERT,MSP-Podcast,0
Layer 6,6,0.5436,0.007,0.5387,MERT,MSP-Podcast,0
Layer 7,7,0.5459,0.011,0.5417,MERT,MSP-Podcast,0
Layer 8,8,0.5424,0.0096,0.538,MERT,MSP-Podcast,0
Layer 9,9,0.549,0.0095,0.5434,MERT,MSP-Podcast,0
Layer 10,10,0.5475,0.0064,0.5426,MERT,MSP-Podcast,0
Layer 11,11,0.551,0.0095,0.5462,MERT,MSP-Podcast,0
Layer 12,12,0.5517,0.006,0.5464,MERT,MSP-Podcast,0
Layer 13,13,0.5457,0.0042,0.5407,MERT,MSP-Podcast,0
Layer 14,14,0.546,0.0064,0.5402,MERT,MSP-Podcast,0
Layer 15,15,0.5487,0.0072,0.5427,MERT,MSP-Podcast,0
Layer 16,16,0.5474,0.0049,0.5417,MERT,MSP-Podcast,0
Layer 17,17,0.5384,0.0051,0.5332,MERT,MSP-Podcast,0
Layer 18,18,0.5379,0.0021,0.5327,MERT,MSP-Podcast,0
Layer 19,19,0.5391,0.0045,0.5335,MERT,MSP-Podcast,0
Layer 20,20,0.5378,0.0068,0.5325,MERT,MSP-Podcast,0
Layer 21,21,0.5405,0.0053,0.5357,MERT,MSP-Podcast,0
Layer 22,22,0.5373,0.0075,0.5328,MERT,MSP-Podcast,0
Layer 23,23,0.5418,0.0053,0.537,MERT,MSP-Podcast,0
Layer 24,24,0.546,0.0049,0.5406,MERT,MSP-Podcast,0
CNN,0,0.5677,0.0052,0.5414,MERT,MSP-Podcast,10
Layer 1,1,0.5597,0.0126,0.5446,MERT,MSP-Podcast,10
Layer 2,2,0.5554,0.0114,0.546,MERT,MSP-Podcast,10
Layer 3,3,0.5546,0.0067,0.5479,MERT,MSP-Podcast,10
Layer 4,4,0.56,0.0063,0.5543,MERT,MSP-Podcast,10
Layer 5,5,0.5564,0.0088,0.5521,MERT,MSP-Podcast,10
Layer 6,6,0.5602,0.0072,0.5566,MERT,MSP-Podcast,10
Layer 7,7,0.5629,0.0091,0.56,MERT,MSP-Podcast,10
Layer 8,8,0.5594,0.0047,0.5571,MERT,MSP-Podcast,10
Layer 9,9,0.5609,0.0061,0.5577,MERT,MSP-Podcast,10
Layer 10,10,0.5618,0.0099,0.559,MERT,MSP-Podcast,10
Layer 11,11,0.5582,0.0082,0.5541,MERT,MSP-Podcast,10
Layer 12,12,0.557,0.0066,0.5527,MERT,MSP-Podcast,10
Layer 13,13,0.5542,0.008,0.5502,MERT,MSP-Podcast,10
Layer 14,14,0.5584,0.0071,0.5535,MERT,MSP-Podcast,10
Layer 15,15,0.5527,0.007,0.5482,MERT,MSP-Podcast,10
Layer 16,16,0.553,0.0057,0.5498,MERT,MSP-Podcast,10
Layer 17,17,0.5466,0.008,0.5424,MERT,MSP-Podcast,10
Layer 18,18,0.5477,0.0064,0.544,MERT,MSP-Podcast,10
Layer 19,19,0.5501,0.009,0.5476,MERT,MSP-Podcast,10
Layer 20,20,0.5476,0.0098,0.5449,MERT,MSP-Podcast,10
Layer 21,21,0.5492,0.0056,0.5462,MERT,MSP-Podcast,10
Layer 22,22,0.5523,0.0038,0.5491,MERT,MSP-Podcast,10
Layer 23,23,0.555,0.003,0.5517,MERT,MSP-Podcast,10
Layer 24,24,0.5525,0.0097,0.5485,MERT,MSP-Podcast,10
CNN,0,0.5808,0.005,0.5565,MERT,MSP-Podcast,20
Layer 1,1,0.5745,0.007,0.561,MERT,MSP-Podcast,20
Layer 2,2,0.5656,0.0081,0.5582,MERT,MSP-Podcast,20
Layer 3,3,0.566,0.0081,0.5596,MERT,MSP-Podcast,20
Layer 4,4,0.5702,0.0083,0.5644,MERT,MSP-Podcast,20
Layer 5,5,0.5722,0.0072,0.5677,MERT,MSP-Podcast,20
Layer 6,6,0.5726,0.0087,0.5699,MERT,MSP-Podcast,20
Layer 7,7,0.5751,0.0078,0.5718,MERT,MSP-Podcast,20
Layer 8,8,0.5634,0.0098,0.5601,MERT,MSP-Podcast,20
Layer 9,9,0.5716,0.0081,0.5673,MERT,MSP-Podcast,20
Layer 10,10,0.5659,0.0111,0.5629,MERT,MSP-Podcast,20
Layer 11,11,0.5655,0.0018,0.5624,MERT,MSP-Podcast,20
Layer 12,12,0.5683,0.0087,0.5634,MERT,MSP-Podcast,20
Layer 13,13,0.5657,0.0111,0.561,MERT,MSP-Podcast,20
Layer 14,14,0.5681,0.0084,0.5643,MERT,MSP-Podcast,20
Layer 15,15,0.5647,0.0083,0.5606,MERT,MSP-Podcast,20
Layer 16,16,0.5578,0.0083,0.5547,MERT,MSP-Podcast,20
Layer 17,17,0.5598,0.0066,0.5563,MERT,MSP-Podcast,20
Layer 18,18,0.5603,0.0076,0.557,MERT,MSP-Podcast,20
Layer 19,19,0.5605,0.0073,0.5581,MERT,MSP-Podcast,20
Layer 20,20,0.5619,0.0042,0.5583,MERT,MSP-Podcast,20
Layer 21,21,0.5624,0.0081,0.5596,MERT,MSP-Podcast,20
Layer 22,22,0.5643,0.0045,0.5612,MERT,MSP-Podcast,20
Layer 23,23,0.5629,0.0052,0.5591,MERT,MSP-Podcast,20
Layer 24,24,0.5648,0.0072,0.561,MERT,MSP-Podcast,20
CNN,0,0.5579,0.0082,0.5301,MERT,MSP-Podcast,5
Layer 1,1,0.5483,0.0069,0.5337,MERT,MSP-Podcast,5
Layer 2,2,0.5524,0.0111,0.543,MERT,MSP-Podcast,5
Layer 3,3,0.5508,0.0077,0.5426,MERT,MSP-Podcast,5
Layer 4,4,0.5556,0.0085,0.549,MERT,MSP-Podcast,5
Layer 5,5,0.5566,0.0073,0.5516,MERT,MSP-Podcast,5
Layer 6,6,0.5564,0.01,0.5519,MERT,MSP-Podcast,5
Layer 7,7,0.5563,0.0064,0.5528,MERT,MSP-Podcast,5
Layer 8,8,0.5533,0.0053,0.5498,MERT,MSP-Podcast,5
Layer 9,9,0.5552,0.0103,0.5512,MERT,MSP-Podcast,5
Layer 10,10,0.5554,0.0056,0.5523,MERT,MSP-Podcast,5
Layer 11,11,0.5578,0.0059,0.5544,MERT,MSP-Podcast,5
Layer 12,12,0.554,0.0082,0.5495,MERT,MSP-Podcast,5
Layer 13,13,0.5567,0.0059,0.552,MERT,MSP-Podcast,5
Layer 14,14,0.552,0.0071,0.5467,MERT,MSP-Podcast,5
Layer 15,15,0.5499,0.0054,0.545,MERT,MSP-Podcast,5
Layer 16,16,0.5458,0.0063,0.5414,MERT,MSP-Podcast,5
Layer 17,17,0.5455,0.0028,0.5418,MERT,MSP-Podcast,5
Layer 18,18,0.5436,0.0013,0.5392,MERT,MSP-Podcast,5
Layer 19,19,0.544,0.0044,0.5398,MERT,MSP-Podcast,5
Layer 20,20,0.5433,0.0037,0.5395,MERT,MSP-Podcast,5
Layer 21,21,0.5446,0.0075,0.5408,MERT,MSP-Podcast,5
Layer 22,22,0.5496,0.007,0.5453,MERT,MSP-Podcast,5
Layer 23,23,0.5487,0.0051,0.5447,MERT,MSP-Podcast,5
Layer 24,24,0.5506,0.0076,0.5466,MERT,MSP-Podcast,5
