Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
CNN,0,0.6218,0.0043,0.6214,MERT,IEMOCAP,clean
Layer 1,1,0.6412,0.0159,0.6411,MERT,IEMOCAP,clean
Layer 2,2,0.6518,0.0135,0.6515,MERT,IEMOCAP,clean
Layer 3,3,0.648,0.0098,0.6478,MERT,IEMOCAP,clean
Layer 4,4,0.6447,0.0092,0.6443,MERT,IEMOCAP,clean
Layer 5,5,0.6498,0.0074,0.6498,MERT,IEMOCAP,clean
Layer 6,6,0.6478,0.0152,0.6474,MERT,IEMOCAP,clean
Layer 7,7,0.6452,0.0077,0.6451,MERT,IEMOCAP,clean
Layer 8,8,0.6425,0.0141,0.6422,MERT,IEMOCAP,clean
Layer 9,9,0.6509,0.0106,0.6505,MERT,IEMOCAP,clean
Layer 10,10,0.6346,0.0103,0.6346,MERT,IEMOCAP,clean
Layer 11,11,0.6258,0.0084,0.6254,MERT,IEMOCAP,clean
Layer 12,12,0.6277,0.0116,0.6273,MERT,IEMOCAP,clean
Layer 13,13,0.6333,0.0087,0.6333,MERT,IEMOCAP,clean
Layer 14,14,0.6185,0.0096,0.6184,MERT,IEMOCAP,clean
Layer 15,15,0.6255,0.0175,0.6253,MERT,IEMOCAP,clean
Layer 16,16,0.6244,0.0125,0.6242,MERT,IEMOCAP,clean
Layer 17,17,0.6233,0.0071,0.6231,MERT,IEMOCAP,clean
Layer 18,18,0.6086,0.0089,0.6083,MERT,IEMOCAP,clean
Layer 19,19,0.609,0.0171,0.6087,MERT,IEMOCAP,clean
Layer 20,20,0.6044,0.0077,0.6039,MERT,IEMOCAP,clean
Layer 21,21,0.6062,0.0137,0.6058,MERT,IEMOCAP,clean
Layer 22,22,0.5912,0.0187,0.5908,MERT,IEMOCAP,clean
Layer 23,23,0.6,0.0065,0.5996,MERT,IEMOCAP,clean
Layer 24,24,0.6018,0.0193,0.6015,MERT,IEMOCAP,clean
CNN,0,0.4758,0.0083,0.4757,MERT,IEMOCAP,0
Layer 1,1,0.4885,0.0052,0.4884,MERT,IEMOCAP,0
Layer 2,2,0.4769,0.0132,0.4764,MERT,IEMOCAP,0
Layer 3,3,0.4888,0.0108,0.4885,MERT,IEMOCAP,0
Layer 4,4,0.498,0.013,0.4976,MERT,IEMOCAP,0
Layer 5,5,0.4916,0.0099,0.4913,MERT,IEMOCAP,0
Layer 6,6,0.493,0.0165,0.4928,MERT,IEMOCAP,0
Layer 7,7,0.5055,0.0155,0.5051,MERT,IEMOCAP,0
Layer 8,8,0.4907,0.0156,0.4902,MERT,IEMOCAP,0
Layer 9,9,0.4892,0.0102,0.4886,MERT,IEMOCAP,0
Layer 10,10,0.5002,0.0123,0.4998,MERT,IEMOCAP,0
Layer 11,11,0.5002,0.0121,0.4998,MERT,IEMOCAP,0
Layer 12,12,0.4938,0.0121,0.4934,MERT,IEMOCAP,0
Layer 13,13,0.4962,0.0077,0.4958,MERT,IEMOCAP,0
Layer 14,14,0.496,0.012,0.4956,MERT,IEMOCAP,0
Layer 15,15,0.4778,0.0165,0.4774,MERT,IEMOCAP,0
Layer 16,16,0.485,0.012,0.4845,MERT,IEMOCAP,0
Layer 17,17,0.4839,0.0046,0.4836,MERT,IEMOCAP,0
Layer 18,18,0.4773,0.0095,0.4767,MERT,IEMOCAP,0
Layer 19,19,0.4813,0.0118,0.481,MERT,IEMOCAP,0
Layer 20,20,0.4766,0.007,0.476,MERT,IEMOCAP,0
Layer 21,21,0.4707,0.0121,0.4702,MERT,IEMOCAP,0
Layer 22,22,0.4683,0.0146,0.468,MERT,IEMOCAP,0
Layer 23,23,0.4701,0.0124,0.4698,MERT,IEMOCAP,0
Layer 24,24,0.4771,0.007,0.4768,MERT,IEMOCAP,0
CNN,0,0.5357,0.0124,0.5351,MERT,IEMOCAP,10
Layer 1,1,0.5271,0.0098,0.5269,MERT,IEMOCAP,10
Layer 2,2,0.5225,0.0171,0.5221,MERT,IEMOCAP,10
Layer 3,3,0.5326,0.0153,0.5324,MERT,IEMOCAP,10
Layer 4,4,0.5405,0.0257,0.5399,MERT,IEMOCAP,10
Layer 5,5,0.5383,0.014,0.5378,MERT,IEMOCAP,10
Layer 6,6,0.5463,0.0066,0.546,MERT,IEMOCAP,10
Layer 7,7,0.5425,0.0181,0.5422,MERT,IEMOCAP,10
Layer 8,8,0.5386,0.0048,0.5384,MERT,IEMOCAP,10
Layer 9,9,0.5332,0.0174,0.5328,MERT,IEMOCAP,10
Layer 10,10,0.5372,0.0133,0.5365,MERT,IEMOCAP,10
Layer 11,11,0.5381,0.014,0.5377,MERT,IEMOCAP,10
Layer 12,12,0.5315,0.0144,0.5309,MERT,IEMOCAP,10
Layer 13,13,0.539,0.0129,0.5385,MERT,IEMOCAP,10
Layer 14,14,0.5346,0.0111,0.5342,MERT,IEMOCAP,10
Layer 15,15,0.5178,0.0087,0.5171,MERT,IEMOCAP,10
Layer 16,16,0.5229,0.0139,0.5227,MERT,IEMOCAP,10
Layer 17,17,0.5201,0.0119,0.5201,MERT,IEMOCAP,10
Layer 18,18,0.5189,0.0067,0.5187,MERT,IEMOCAP,10
Layer 19,19,0.5196,0.0126,0.5188,MERT,IEMOCAP,10
Layer 20,20,0.5062,0.0155,0.5056,MERT,IEMOCAP,10
Layer 21,21,0.5082,0.017,0.508,MERT,IEMOCAP,10
Layer 22,22,0.5093,0.0183,0.5092,MERT,IEMOCAP,10
Layer 23,23,0.5026,0.016,0.5025,MERT,IEMOCAP,10
Layer 24,24,0.5009,0.0148,0.5007,MERT,IEMOCAP,10
