Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
CNN,0,0.5723,0.0164,0.5717,MERT,IEMOCAP,20
Layer 1,1,0.5733,0.0058,0.5731,MERT,IEMOCAP,20
Layer 2,2,0.5672,0.0069,0.567,MERT,IEMOCAP,20
Layer 3,3,0.5656,0.0193,0.5653,MERT,IEMOCAP,20
Layer 4,4,0.5634,0.0196,0.563,MERT,IEMOCAP,20
Layer 5,5,0.5654,0.0142,0.565,MERT,IEMOCAP,20
Layer 6,6,0.5652,0.0112,0.5647,MERT,IEMOCAP,20
Layer 7,7,0.5667,0.0134,0.5662,MERT,IEMOCAP,20
Layer 8,8,0.5705,0.0173,0.5698,MERT,IEMOCAP,20
Layer 9,9,0.5709,0.0162,0.5705,MERT,IEMOCAP,20
Layer 10,10,0.5696,0.0072,0.5692,MERT,IEMOCAP,20
Layer 11,11,0.5709,0.0198,0.5704,MERT,IEMOCAP,20
Layer 12,12,0.57,0.0222,0.5696,MERT,IEMOCAP,20
Layer 13,13,0.5595,0.0195,0.5589,MERT,IEMOCAP,20
Layer 14,14,0.567,0.01,0.5665,MERT,IEMOCAP,20
Layer 15,15,0.5559,0.0079,0.5554,MERT,IEMOCAP,20
Layer 16,16,0.5484,0.0098,0.5478,MERT,IEMOCAP,20
Layer 17,17,0.5522,0.017,0.5519,MERT,IEMOCAP,20
Layer 18,18,0.5493,0.0182,0.5493,MERT,IEMOCAP,20
Layer 19,19,0.5405,0.0124,0.5402,MERT,IEMOCAP,20
Layer 20,20,0.535,0.01,0.5348,MERT,IEMOCAP,20
Layer 21,21,0.5308,0.0118,0.5304,MERT,IEMOCAP,20
Layer 22,22,0.5353,0.0155,0.5348,MERT,IEMOCAP,20
Layer 23,23,0.5502,0.0225,0.5495,MERT,IEMOCAP,20
Layer 24,24,0.5575,0.0172,0.557,MERT,IEMOCAP,20
CNN,0,0.5092,0.01,0.5085,MERT,IEMOCAP,5
Layer 1,1,0.5152,0.0066,0.5148,MERT,IEMOCAP,5
Layer 2,2,0.5009,0.013,0.5004,MERT,IEMOCAP,5
Layer 3,3,0.52,0.0131,0.5198,MERT,IEMOCAP,5
Layer 4,4,0.5249,0.016,0.5247,MERT,IEMOCAP,5
Layer 5,5,0.5181,0.0042,0.5178,MERT,IEMOCAP,5
Layer 6,6,0.5229,0.0095,0.5227,MERT,IEMOCAP,5
Layer 7,7,0.5269,0.0185,0.5266,MERT,IEMOCAP,5
Layer 8,8,0.5181,0.014,0.5175,MERT,IEMOCAP,5
Layer 9,9,0.5192,0.0101,0.519,MERT,IEMOCAP,5
Layer 10,10,0.5161,0.0115,0.5159,MERT,IEMOCAP,5
Layer 11,11,0.5218,0.0131,0.5215,MERT,IEMOCAP,5
Layer 12,12,0.5242,0.0169,0.5238,MERT,IEMOCAP,5
Layer 13,13,0.5192,0.0131,0.5185,MERT,IEMOCAP,5
Layer 14,14,0.5082,0.0167,0.5079,MERT,IEMOCAP,5
Layer 15,15,0.4971,0.016,0.4965,MERT,IEMOCAP,5
Layer 16,16,0.4969,0.02,0.4964,MERT,IEMOCAP,5
Layer 17,17,0.4974,0.013,0.4972,MERT,IEMOCAP,5
Layer 18,18,0.4921,0.0081,0.4917,MERT,IEMOCAP,5
Layer 19,19,0.4965,0.0094,0.496,MERT,IEMOCAP,5
Layer 20,20,0.4982,0.0075,0.4977,MERT,IEMOCAP,5
Layer 21,21,0.4903,0.0105,0.49,MERT,IEMOCAP,5
Layer 22,22,0.4905,0.0123,0.4902,MERT,IEMOCAP,5
Layer 23,23,0.483,0.0214,0.4825,MERT,IEMOCAP,5
Layer 24,24,0.4802,0.0169,0.48,MERT,IEMOCAP,5
