Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 15,15,0.6991,0.0117,0.7002,HuBERT,RAVDESS,0
Layer 16,16,0.6809,0.0165,0.6817,HuBERT,RAVDESS,0
Layer 17,17,0.677,0.0175,0.6767,HuBERT,RAVDESS,0
Layer 18,18,0.668,0.0233,0.6691,HuBERT,RAVDESS,0
Layer 19,19,0.6697,0.0227,0.6701,HuBERT,RAVDESS,0
Layer 20,20,0.6593,0.0195,0.6605,HuBERT,RAVDESS,0
Layer 21,21,0.6572,0.0121,0.6575,HuBERT,RAVDESS,0
Layer 22,22,0.6498,0.0072,0.6497,HuBERT,RAVDESS,0
Layer 23,23,0.6209,0.0149,0.6201,HuBERT,RAVDESS,0
Layer 24,24,0.5985,0.0209,0.5976,HuBERT,RAVDESS,0
CNN,0,0.4862,0.0231,0.4847,HuBERT,RAVDESS,10
Layer 1,1,0.5816,0.021,0.5797,HuBERT,RAVDESS,10
Layer 2,2,0.6922,0.024,0.691,HuBERT,RAVDESS,10
Layer 3,3,0.7345,0.0325,0.733,HuBERT,RAVDESS,10
Layer 4,4,0.7461,0.025,0.7439,HuBERT,RAVDESS,10
Layer 5,5,0.7599,0.012,0.7593,HuBERT,RAVDESS,10
Layer 6,6,0.7859,0.0283,0.7863,HuBERT,RAVDESS,10
Layer 7,7,0.782,0.0254,0.7823,HuBERT,RAVDESS,10
Layer 8,8,0.8018,0.0195,0.802,HuBERT,RAVDESS,10
Layer 9,9,0.8251,0.0228,0.8249,HuBERT,RAVDESS,10
Layer 10,10,0.8303,0.0209,0.83,HuBERT,RAVDESS,10
Layer 11,11,0.8558,0.0162,0.8558,HuBERT,RAVDESS,10
Layer 12,12,0.8657,0.0115,0.8659,HuBERT,RAVDESS,10
Layer 13,13,0.8687,0.0156,0.8686,HuBERT,RAVDESS,10
Layer 14,14,0.8614,0.0177,0.8612,HuBERT,RAVDESS,10
Layer 15,15,0.8545,0.0116,0.8545,HuBERT,RAVDESS,10
Layer 16,16,0.8484,0.0111,0.8481,HuBERT,RAVDESS,10
Layer 17,17,0.8333,0.0088,0.8334,HuBERT,RAVDESS,10
Layer 18,18,0.8156,0.0194,0.8158,HuBERT,RAVDESS,10
Layer 19,19,0.8066,0.0136,0.8075,HuBERT,RAVDESS,10
Layer 20,20,0.8061,0.0245,0.8067,HuBERT,RAVDESS,10
Layer 21,21,0.7949,0.0156,0.7954,HuBERT,RAVDESS,10
Layer 22,22,0.7923,0.0152,0.7919,HuBERT,RAVDESS,10
Layer 23,23,0.7781,0.0082,0.7782,HuBERT,RAVDESS,10
Layer 24,24,0.766,0.0141,0.7653,HuBERT,RAVDESS,10
CNN,0,0.5816,0.0311,0.581,HuBERT,RAVDESS,20
Layer 1,1,0.6883,0.0278,0.687,HuBERT,RAVDESS,20
Layer 2,2,0.7833,0.0278,0.7831,HuBERT,RAVDESS,20
Layer 3,3,0.829,0.0176,0.8284,HuBERT,RAVDESS,20
Layer 4,4,0.8277,0.0153,0.827,HuBERT,RAVDESS,20
Layer 5,5,0.8342,0.013,0.8342,HuBERT,RAVDESS,20
Layer 6,6,0.8467,0.0129,0.8469,HuBERT,RAVDESS,20
Layer 7,7,0.8489,0.0153,0.8487,HuBERT,RAVDESS,20
Layer 8,8,0.8588,0.0105,0.8585,HuBERT,RAVDESS,20
Layer 9,9,0.8666,0.0097,0.8661,HuBERT,RAVDESS,20
Layer 10,10,0.8873,0.0152,0.8872,HuBERT,RAVDESS,20
Layer 11,11,0.9106,0.0185,0.9104,HuBERT,RAVDESS,20
Layer 12,12,0.921,0.0147,0.9208,HuBERT,RAVDESS,20
Layer 13,13,0.9184,0.0164,0.9183,HuBERT,RAVDESS,20
Layer 14,14,0.9149,0.0148,0.9149,HuBERT,RAVDESS,20
Layer 15,15,0.9046,0.0147,0.9046,HuBERT,RAVDESS,20
Layer 16,16,0.8981,0.0179,0.8978,HuBERT,RAVDESS,20
Layer 17,17,0.8886,0.0155,0.8883,HuBERT,RAVDESS,20
Layer 18,18,0.8769,0.0162,0.8769,HuBERT,RAVDESS,20
Layer 19,19,0.8765,0.0191,0.8764,HuBERT,RAVDESS,20
Layer 20,20,0.8769,0.0169,0.8767,HuBERT,RAVDESS,20
Layer 21,21,0.8614,0.0117,0.8614,HuBERT,RAVDESS,20
Layer 22,22,0.8631,0.0167,0.8628,HuBERT,RAVDESS,20
Layer 23,23,0.8493,0.0133,0.8493,HuBERT,RAVDESS,20
Layer 24,24,0.8174,0.0149,0.8172,HuBERT,RAVDESS,20
CNN,0,0.4283,0.0169,0.4266,HuBERT,RAVDESS,5
Layer 1,1,0.5186,0.0237,0.5171,HuBERT,RAVDESS,5
Layer 2,2,0.6166,0.0143,0.6161,HuBERT,RAVDESS,5
Layer 3,3,0.6602,0.0232,0.6593,HuBERT,RAVDESS,5
Layer 4,4,0.6723,0.0288,0.671,HuBERT,RAVDESS,5
Layer 5,5,0.7042,0.0254,0.7023,HuBERT,RAVDESS,5
Layer 6,6,0.7392,0.0265,0.7391,HuBERT,RAVDESS,5
Layer 7,7,0.7323,0.0266,0.7317,HuBERT,RAVDESS,5
Layer 8,8,0.7491,0.0241,0.7483,HuBERT,RAVDESS,5
Layer 9,9,0.7586,0.0214,0.758,HuBERT,RAVDESS,5
Layer 10,10,0.7699,0.022,0.7702,HuBERT,RAVDESS,5
Layer 11,11,0.7997,0.0117,0.8,HuBERT,RAVDESS,5
Layer 12,12,0.8044,0.0118,0.8048,HuBERT,RAVDESS,5
Layer 13,13,0.8074,0.0189,0.8075,HuBERT,RAVDESS,5
Layer 14,14,0.8023,0.0164,0.8018,HuBERT,RAVDESS,5
Layer 15,15,0.8031,0.012,0.8029,HuBERT,RAVDESS,5
Layer 16,16,0.7828,0.0174,0.7825,HuBERT,RAVDESS,5
Layer 17,17,0.7815,0.0138,0.7809,HuBERT,RAVDESS,5
Layer 18,18,0.7664,0.012,0.7667,HuBERT,RAVDESS,5
Layer 19,19,0.7638,0.0152,0.7636,HuBERT,RAVDESS,5
Layer 20,20,0.753,0.01,0.7535,HuBERT,RAVDESS,5
Layer 21,21,0.7461,0.0153,0.7462,HuBERT,RAVDESS,5
Layer 22,22,0.7461,0.0098,0.7461,HuBERT,RAVDESS,5
Layer 23,23,0.7211,0.0089,0.721,HuBERT,RAVDESS,5
Layer 24,24,0.687,0.0131,0.6875,HuBERT,RAVDESS,5
