Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
CNN,0,0.8743,0.0207,0.8748,HuBERT,RAVDESS,clean
Layer 1,1,0.9227,0.0183,0.9231,HuBERT,RAVDESS,clean
Layer 2,2,0.9525,0.0142,0.9526,HuBERT,RAVDESS,clean
Layer 3,3,0.9568,0.01,0.9568,HuBERT,RAVDESS,clean
Layer 4,4,0.9499,0.0083,0.95,HuBERT,RAVDESS,clean
Layer 5,5,0.9616,0.0052,0.9617,HuBERT,RAVDESS,clean
Layer 6,6,0.9642,0.0052,0.9642,HuBERT,RAVDESS,clean
Layer 7,7,0.965,0.007,0.9651,HuBERT,RAVDESS,clean
Layer 8,8,0.9633,0.0056,0.9632,HuBERT,RAVDESS,clean
Layer 9,9,0.9676,0.0072,0.9677,HuBERT,RAVDESS,clean
Layer 10,10,0.9637,0.0059,0.9638,HuBERT,RAVDESS,clean
Layer 11,11,0.9663,0.0061,0.9664,HuBERT,RAVDESS,clean
Layer 12,12,0.9659,0.0072,0.9659,HuBERT,RAVDESS,clean
Layer 13,13,0.9706,0.0104,0.9706,HuBERT,RAVDESS,clean
Layer 14,14,0.9646,0.0144,0.9646,HuBERT,RAVDESS,clean
Layer 15,15,0.9655,0.0073,0.9654,HuBERT,RAVDESS,clean
Layer 16,16,0.9611,0.0112,0.9611,HuBERT,RAVDESS,clean
Layer 17,17,0.9586,0.0044,0.9584,HuBERT,RAVDESS,clean
Layer 18,18,0.9577,0.0076,0.9576,HuBERT,RAVDESS,clean
Layer 19,19,0.9538,0.0112,0.9539,HuBERT,RAVDESS,clean
Layer 20,20,0.9564,0.0072,0.9564,HuBERT,RAVDESS,clean
Layer 21,21,0.9516,0.0105,0.9517,HuBERT,RAVDESS,clean
Layer 22,22,0.9473,0.0105,0.9475,HuBERT,RAVDESS,clean
Layer 23,23,0.9529,0.0113,0.9532,HuBERT,RAVDESS,clean
Layer 24,24,0.9478,0.0074,0.9481,HuBERT,RAVDESS,clean
CNN,0,0.3709,0.0123,0.3688,HuBERT,RAVDESS,0
Layer 1,1,0.4447,0.0211,0.4435,HuBERT,RAVDESS,0
Layer 2,2,0.5389,0.0111,0.5394,HuBERT,RAVDESS,0
Layer 3,3,0.5916,0.0249,0.5896,HuBERT,RAVDESS,0
Layer 4,4,0.5911,0.0294,0.5903,HuBERT,RAVDESS,0
Layer 5,5,0.601,0.0194,0.6003,HuBERT,RAVDESS,0
Layer 6,6,0.639,0.026,0.6376,HuBERT,RAVDESS,0
Layer 7,7,0.6434,0.0149,0.6419,HuBERT,RAVDESS,0
Layer 8,8,0.655,0.0126,0.6544,HuBERT,RAVDESS,0
Layer 9,9,0.6537,0.0168,0.6535,HuBERT,RAVDESS,0
Layer 10,10,0.6831,0.0177,0.6829,HuBERT,RAVDESS,0
Layer 11,11,0.7042,0.0145,0.7043,HuBERT,RAVDESS,0
Layer 12,12,0.7047,0.0179,0.7043,HuBERT,RAVDESS,0
Layer 13,13,0.709,0.0195,0.7084,HuBERT,RAVDESS,0
Layer 14,14,0.7168,0.0139,0.7162,HuBERT,RAVDESS,0
