Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5579,0.0082,0.5301
Layer 1,1,0.5483,0.0069,0.5337
Layer 2,2,0.5524,0.0111,0.543
Layer 3,3,0.5508,0.0077,0.5426
Layer 4,4,0.5556,0.0085,0.549
Layer 5,5,0.5566,0.0073,0.5516
Layer 6,6,0.5564,0.01,0.5519
Layer 7,7,0.5563,0.0064,0.5528
Layer 8,8,0.5533,0.0053,0.5498
Layer 9,9,0.5552,0.0103,0.5512
Layer 10,10,0.5554,0.0056,0.5523
Layer 11,11,0.5578,0.0059,0.5544
Layer 12,12,0.554,0.0082,0.5495
Layer 13,13,0.5567,0.0059,0.552
Layer 14,14,0.552,0.0071,0.5467
Layer 15,15,0.5499,0.0054,0.545
Layer 16,16,0.5458,0.0063,0.5414
Layer 17,17,0.5455,0.0028,0.5418
Layer 18,18,0.5436,0.0013,0.5392
Layer 19,19,0.544,0.0044,0.5398
Layer 20,20,0.5433,0.0037,0.5395
Layer 21,21,0.5446,0.0075,0.5408
Layer 22,22,0.5496,0.007,0.5453
Layer 23,23,0.5487,0.0051,0.5447
Layer 24,24,0.5506,0.0076,0.5466
