Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5944,0.0019,0.5696
Layer 1,1,0.5903,0.0081,0.5779
Layer 2,2,0.5788,0.0105,0.5728
Layer 3,3,0.5865,0.0078,0.5828
Layer 4,4,0.5852,0.0085,0.5829
Layer 5,5,0.5834,0.0108,0.582
Layer 6,6,0.5857,0.0063,0.5842
Layer 7,7,0.5876,0.0104,0.5858
Layer 8,8,0.5801,0.0093,0.579
Layer 9,9,0.5825,0.0087,0.5811
Layer 10,10,0.586,0.0096,0.5833
Layer 11,11,0.5875,0.0072,0.5865
Layer 12,12,0.5907,0.0032,0.59
Layer 13,13,0.5929,0.0075,0.5918
Layer 14,14,0.595,0.0077,0.5937
Layer 15,15,0.59,0.01,0.5898
Layer 16,16,0.5945,0.004,0.5951
Layer 17,17,0.6022,0.0116,0.6032
Layer 18,18,0.5982,0.0024,0.6
Layer 19,19,0.6,0.0106,0.6016
Layer 20,20,0.6072,0.0191,0.6082
Layer 21,21,0.6084,0.0073,0.6094
Layer 22,22,0.6046,0.0071,0.6037
Layer 23,23,0.5988,0.008,0.5969
Layer 24,24,0.5986,0.0096,0.5966
