Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5796,0.0051,0.55
Layer 1,1,0.5703,0.0091,0.5564
Layer 2,2,0.5662,0.0069,0.5597
Layer 3,3,0.5661,0.005,0.5624
Layer 4,4,0.5644,0.0055,0.5607
Layer 5,5,0.5695,0.0057,0.5672
Layer 6,6,0.5738,0.0043,0.5706
Layer 7,7,0.5723,0.0057,0.5698
Layer 8,8,0.5752,0.0051,0.5733
Layer 9,9,0.5732,0.0083,0.5712
Layer 10,10,0.5715,0.0041,0.5704
Layer 11,11,0.5745,0.0074,0.5727
Layer 12,12,0.5758,0.01,0.574
Layer 13,13,0.5773,0.0131,0.5762
Layer 14,14,0.5713,0.0068,0.5707
Layer 15,15,0.5724,0.0107,0.5715
Layer 16,16,0.5783,0.0096,0.5764
Layer 17,17,0.5902,0.008,0.5897
Layer 18,18,0.5937,0.0053,0.5928
Layer 19,19,0.5934,0.0037,0.5928
Layer 20,20,0.5918,0.0064,0.5925
Layer 21,21,0.5958,0.0072,0.5958
Layer 22,22,0.5955,0.005,0.5929
Layer 23,23,0.5818,0.0092,0.5803
Layer 24,24,0.5859,0.0108,0.5824
