Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5903,0.0036,0.5618
Layer 1,1,0.5785,0.0087,0.5661
Layer 2,2,0.5753,0.0062,0.5686
Layer 3,3,0.5753,0.0035,0.5719
Layer 4,4,0.5695,0.0075,0.5659
Layer 5,5,0.5701,0.009,0.5682
Layer 6,6,0.5781,0.0044,0.5757
Layer 7,7,0.5782,0.0058,0.5749
Layer 8,8,0.583,0.0053,0.5809
Layer 9,9,0.577,0.0083,0.5752
Layer 10,10,0.583,0.0088,0.5811
Layer 11,11,0.5833,0.0071,0.5811
Layer 12,12,0.5895,0.0055,0.5876
Layer 13,13,0.5886,0.0088,0.5872
Layer 14,14,0.5845,0.0095,0.5839
Layer 15,15,0.5884,0.0057,0.588
Layer 16,16,0.5944,0.0058,0.5943
Layer 17,17,0.6002,0.0035,0.5999
Layer 18,18,0.6008,0.0033,0.6009
Layer 19,19,0.6021,0.0116,0.6033
Layer 20,20,0.5988,0.0106,0.6008
Layer 21,21,0.6005,0.0091,0.6001
Layer 22,22,0.6079,0.0088,0.6054
Layer 23,23,0.5974,0.0037,0.5962
Layer 24,24,0.5941,0.0073,0.5916
