Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5677,0.0052,0.5414
Layer 1,1,0.5597,0.0126,0.5446
Layer 2,2,0.5554,0.0114,0.546
Layer 3,3,0.5546,0.0067,0.5479
Layer 4,4,0.56,0.0063,0.5543
Layer 5,5,0.5564,0.0088,0.5521
Layer 6,6,0.5602,0.0072,0.5566
Layer 7,7,0.5629,0.0091,0.56
Layer 8,8,0.5594,0.0047,0.5571
Layer 9,9,0.5609,0.0061,0.5577
Layer 10,10,0.5618,0.0099,0.559
Layer 11,11,0.5582,0.0082,0.5541
Layer 12,12,0.557,0.0066,0.5527
Layer 13,13,0.5542,0.008,0.5502
Layer 14,14,0.5584,0.0071,0.5535
Layer 15,15,0.5527,0.007,0.5482
Layer 16,16,0.553,0.0057,0.5498
Layer 17,17,0.5466,0.008,0.5424
Layer 18,18,0.5477,0.0064,0.544
Layer 19,19,0.5501,0.009,0.5476
Layer 20,20,0.5476,0.0098,0.5449
Layer 21,21,0.5492,0.0056,0.5462
Layer 22,22,0.5523,0.0038,0.5491
Layer 23,23,0.555,0.003,0.5517
Layer 24,24,0.5525,0.0097,0.5485
